报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),101908,69075,34070,104386,75054,47699,22217,77942,55959,37287,18588,65186,57794,28139,52360,43413,36193,31118,
营业收入(万元),101908,69075,34070,104386,75054,47699,22217,77942,55959,37287,18588,65186,57794,28139,52360,43413,36193,31118,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),92206,62643,31598,95051,67232,42653,19932,68669,48910,32439,16884,56615,49957,24029,45943,37321,30217,27159,
营业成本(万元),27939,18973,9656,26026,19368,13142,6710,27566,21409,14200,7938,23511,19467,8781,17407,14571,13100,10231,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),8071,5774,3476,6602,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1051,702,439,1322,982,648,303,1186,818,480,224,921,803,389,780,606,499,428,
销售费用(万元),49210,33815,16504,56377,38614,23967,10134,31194,20926,14003,6698,26163,24826,12466,23368,18376,13357,10617,
管理费用(万元),5958,3389,1077,4759,8201,4982,2887,7802,4999,3260,1731,5607,4546,2243,3835,3279,3046,5764,
财务费用(万元),-23,-11,79,203,117,90,110,733,573,387,155,279,210,79,187,190,95,89,
资产减值损失(万元),,,367,-238,-51,-176,-212,188,184,109,138,134,105,71,366,299,120,30,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),668,486,268,1019,635,375,,1,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),11449,7403,3214,11984,9448,6130,2564,10396,7455,5150,1705,8571,7837,4110,6417,6092,5976,3959,
营业外收入(万元),18,14,4,234,27,14,13,17,362,310,465,1586,479,223,562,933,755,334,
营业外支出(万元),72,52,21,247,47,138,117,233,148,113,61,64,33,28,31,42,63,29,
非流动资产处置损失(万元),,,,,,,,,,104,,43,10,5,31,7,43,15,
利润总额(万元),11395,7365,3197,11972,9428,6007,2460,10181,7669,5348,2108,10093,8283,4305,6948,6983,6669,4265,
所得税费用(万元),1537,833,298,1287,1343,789,465,1116,810,721,266,1346,1166,646,996,1047,1009,1043,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),9858,6532,2899,10684,8086,5218,1996,9065,6859,4627,1842,8747,7117,3659,5952,5936,5660,3221,
归属于母公司所有者的净利润(万元),9858,6532,2899,10684,8086,5218,1996,9065,6859,4627,1842,8747,7117,3659,5952,5936,5660,3221,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,0.53,0.35,0.24,0.91,0.69,0.45,0.22,1.21,0.72,0.62,0.25,1.17,0.95,0.49,0.79,0.79,0.75,0.43,
稀释每股收益,0.52,0.35,0.24,0.91,0.69,0.45,0.22,1.21,0.72,0.62,0.25,1.17,0.95,0.49,0.79,0.79,0.75,0.43,
