报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),192603,125259,62888,250747,187203,123783,63936,217461,156662,101795,48578,181245,83012,41296,146568,129751,111888,
营业收入(万元),192603,125259,62888,250747,187203,123783,63936,217461,156662,101795,48578,181245,83012,41296,146568,129751,111888,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),155574,102873,52609,197627,144023,97923,50172,159638,112103,71580,35032,121793,54785,27588,102126,91737,75601,
营业成本(万元),127500,84131,41438,164922,122985,80502,38857,130474,94170,60157,29035,104608,47538,23925,83723,75906,62517,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),9734,6374,3112,10233,7399,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1963,1289,605,2215,1685,1115,563,2021,1592,1164,581,2064,837,485,1570,1259,1147,
销售费用(万元),7068,4463,2205,10098,7028,4848,2393,8682,5702,3816,1995,7436,3701,1780,5236,4512,3989,
管理费用(万元),11734,7278,3379,14203,9597,10960,6042,16679,10152,6559,3186,11418,4992,2261,12227,9412,7565,
财务费用(万元),-2425,-663,2190,-4512,-5212,280,2255,1168,176,-327,160,-4397,-2482,-1018,-1041,511,111,
资产减值损失(万元),,,-319,466,541,219,62,613,311,212,74,664,199,156,410,137,271,
公允价值变动收益(万元),-4234,-183,883,26,175,733,821,-885,-1558,-1197,102,706,45,-7,,,,
投资收益(万元),2572,1597,810,3578,2366,2020,536,538,287,315,244,265,88,45,1027,1088,105,
对联营企业和合营企业的投资收益(万元),-36,-25,-8,-1,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),36496,24507,12264,57691,46483,29124,15378,58144,43288,29333,14050,60424,28361,13746,45470,39101,36393,
营业外收入(万元),2696,2652,123,3007,2890,2312,445,3590,3941,985,13,3772,2956,158,2525,2609,1719,
营业外支出(万元),184,142,20,310,291,57,15,81,62,34,10,49,16,7,346,242,112,
非流动资产处置损失(万元),,,,,,,,75,56,28,,36,10,,339,216,,
利润总额(万元),39008,27018,12367,60388,49081,31380,15808,61652,47167,30284,14053,64147,31301,13896,47649,41468,37999,
所得税费用(万元),8827,6183,2801,12922,11982,7637,3869,14209,11428,7374,3536,15491,7623,3431,11920,10392,9511,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),30181,20835,9565,47466,37099,23742,11939,47443,35739,22910,10516,48656,23678,10466,35729,31076,28488,
归属于母公司所有者的净利润(万元),29377,20176,9254,46819,36635,23323,11722,46553,35056,22519,10564,48297,23415,10358,34748,25539,23212,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),804,658,312,647,464,420,217,890,682,391,-48,359,263,107,981,5537,5276,
基本每股收益,0.35,0.24,0.11,0.55,0.43,0.28,0.14,0.65,0.5,0.32,0.15,0.69,0.33,0.15,0.53,,0.92,
稀释每股收益,0.35,0.24,0.11,0.55,0.43,0.28,0.14,0.65,0.5,0.32,0.15,0.69,0.33,0.15,0.53,,0.92,
