报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),31542,18835,6563,41846,28624,18539,6866,43194,30135,19137,8153,45612,32704,17417,39896,31984,20691,
营业收入(万元),31542,18835,6563,41846,28624,18539,6866,43194,30135,19137,8153,45612,32704,17417,39896,31984,20691,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),25650,15258,6003,34970,23428,15013,6042,35235,24057,15316,6824,38135,26822,15109,34081,27524,18676,
营业成本(万元),19536,11603,4152,25627,17761,11336,4428,27979,19498,12376,5280,30335,21975,11955,26091,22123,14732,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),2009,1208,580,2877,1626,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),254,159,44,365,218,154,55,429,296,169,56,385,187,69,449,117,61,
销售费用(万元),1700,916,393,2214,1530,877,349,1989,1435,909,441,1940,1471,801,1896,1522,877,
管理费用(万元),2759,1769,865,4219,2665,2820,1228,5105,3166,2094,1076,5439,3153,2209,5765,3773,2997,
财务费用(万元),-607,-397,-117,-547,-445,-281,-84,-457,-320,-221,-36,-160,-76,0,-189,-277,-135,
资产减值损失(万元),,,86,216,73,108,67,189,-17,-11,7,196,113,74,68,267,144,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),309,197,113,650,493,371,149,-76,-69,-50,-28,126,-50,-50,3293,-636,-74,
对联营企业和合营企业的投资收益(万元),-16,-16,-11,-3,-25,2,-23,-76,-69,-50,-28,126,-50,,-149,-114,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),6771,4407,1192,8400,6496,4085,1133,8187,6240,3972,1449,7603,5831,2258,9108,3824,1941,
营业外收入(万元),1,1,,12,2,2,2,354,354,202,1,837,126,75,246,41,50,
营业外支出(万元),1,1,,2,2,,,0,7,1,,31,0,19,3,5,4,
非流动资产处置损失(万元),,,,,,,,,7,1,,12,0,,1,1,,
利润总额(万元),6771,4407,1192,8409,6496,4087,1135,8541,6587,4173,1449,8409,5957,2314,9351,3861,1987,
所得税费用(万元),904,612,230,1259,951,608,164,1410,998,738,246,1390,894,458,1733,618,427,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),5867,3796,961,7151,5544,3479,970,7131,5588,3435,1203,7019,5063,1856,7618,3243,1561,
归属于母公司所有者的净利润(万元),5107,3282,740,6511,5004,3162,869,6252,4961,3012,1043,6177,4568,1587,7253,2905,1448,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),761,514,221,639,541,317,101,879,627,423,160,842,495,268,365,338,112,
基本每股收益,0.28,0.18,0.07,0.58,0.44,0.28,0.08,0.74,0.59,0.36,0.12,0.99,0.84,0.4,,,,
稀释每股收益,0.28,0.18,0.07,0.58,0.44,0.28,0.08,0.74,0.59,0.36,0.12,0.99,0.84,0.4,,,,
