报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),57390,37688,10213,49051,32363,18921,4268,31755,20410,11812,2476,29028,19281,14085,3811,28851,18025,28241,16753,24716,20879,18356,
营业收入(万元),57390,37688,10213,49051,32363,18921,4268,31755,20410,11812,2476,29028,19281,14085,3811,28851,18025,28241,16753,24716,20879,18356,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),47181,30567,9983,39564,27708,16090,4520,23641,15015,8708,2847,20361,13471,9454,3049,20947,13348,22430,12992,19358,15870,13674,
营业成本(万元),27251,17426,4475,21666,16942,9410,2318,12141,7442,4044,1024,8489,5184,3851,1026,9195,5598,12225,7880,10911,7969,6326,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1727,1158,1533,1427,666,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),404,321,105,437,287,178,28,394,257,157,22,431,243,181,41,372,220,320,176,228,248,203,
销售费用(万元),6142,4183,1826,6491,3931,2400,1078,4603,3173,2135,841,4112,2824,1994,879,3816,2293,3614,2028,2873,2425,1863,
管理费用(万元),9705,6423,1753,8277,5097,3482,1572,6689,4634,3171,1296,5777,4183,2837,1250,5413,3491,4904,2264,4130,3824,3650,
财务费用(万元),1952,1056,475,330,71,-5,-0,-71,-142,-16,21,343,276,200,92,489,340,585,315,591,896,1118,
资产减值损失(万元),,,-184,935,713,624,-476,-115,-349,-783,-357,1210,761,390,-240,1662,1405,781,328,625,509,514,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),46,45,32,537,486,377,328,137,,,,,,,,5,5,,,,243,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),8349,5702,527,10265,5284,3326,125,8785,5710,3376,-371,8666,5809,4632,763,7909,4682,5811,3761,5358,5251,4682,
营业外收入(万元),0,0,0,0,0,0,0,0,196,196,18,114,96,78,59,362,332,96,30,300,181,166,
营业外支出(万元),170,170,0,65,18,8,6,30,16,5,,56,53,50,16,59,29,67,28,34,48,194,
非流动资产处置损失(万元),,,,,,,,,11,,,5,,5,,21,,6,,8,19,157,
利润总额(万元),8179,5531,527,10200,5266,3318,119,8756,5889,3567,-353,8724,5852,4660,806,8212,4985,5840,3763,5624,5384,4654,
所得税费用(万元),1807,1316,46,1922,1177,696,94,1663,1147,712,63,1672,1174,900,231,1545,960,1128,727,1016,933,798,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),6372,4216,481,8279,4089,2623,25,7093,4743,2855,-416,7053,4678,3760,575,6667,4024,4712,3036,4607,4451,3856,
归属于母公司所有者的净利润(万元),5031,3363,84,7797,4223,2726,65,7116,4743,2855,-416,7053,4678,3760,575,6667,4024,4712,3036,4607,4451,3856,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),1342,853,397,482,-134,-104,-40,-23,0,,,,,,,,,,,,,,
基本每股收益,0.28,0.32,0.01,0.73,0.4,0.26,0.01,0.68,0.46,0.27,-0.04,0.9,0.6,0.48,0.07,0.85,0.52,0.6,0.39,0.59,0.6,0.56,
稀释每股收益,0.28,0.31,0.01,0.73,0.4,0.26,0.01,0.68,0.46,0.27,-0.04,0.9,0.6,0.48,0.07,0.85,0.52,0.6,0.39,0.59,0.6,0.56,
