报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),410243,249849,104130,430834,316875,191998,75652,53367,36127,22270,7305,42746,27788,19037,6486,38693,27435,19124,5458,45090,38793,35226,35431,
营业收入(万元),410243,249849,104130,430834,316875,191998,75652,53367,36127,22270,7305,42746,27788,19037,6486,38693,27435,19124,5458,45090,38793,35226,35431,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),365486,225896,97315,393759,288199,175490,71156,51279,35300,21356,8264,39451,26491,18184,7032,35298,26102,18090,6391,41249,33974,30917,30922,
营业成本(万元),262802,161257,69109,280030,207434,126127,50680,37678,25762,15794,5562,29112,19081,13256,4741,26370,19213,13484,4200,30716,26285,24358,24851,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),16754,10251,3830,17056,11344,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),3359,2243,1043,3963,2981,2045,889,507,377,243,97,469,232,182,63,275,173,129,23,325,287,183,170,
销售费用(万元),65745,41982,18171,67824,47883,28999,12547,7668,5754,3504,1780,6260,4458,2997,1500,5495,4296,2938,1467,7235,4870,3944,3703,
管理费用(万元),13159,7891,4074,17071,13514,15345,6166,5475,2999,1902,929,3219,2536,1686,740,2882,2129,1413,676,2653,2379,1915,1697,
财务费用(万元),3666,2273,821,3285,2347,1102,408,-296,-173,-134,-27,-151,-111,-89,-42,-25,-2,-4,8,-49,-43,110,165,
资产减值损失(万元),,,267,4530,2696,1871,466,248,581,48,-76,542,295,152,29,301,293,130,17,369,196,407,336,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),297,189,-2,820,417,161,49,640,432,143,50,188,22,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,-0,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),48598,26670,7677,43488,31955,18592,5440,6097,3660,2787,-909,3482,1319,853,-546,3395,1333,1033,-933,3841,4819,4309,4509,
营业外收入(万元),139,79,65,107,153,42,50,17,4,2,1156,2212,1599,1112,333,2706,1227,957,447,1285,1245,2031,1124,
营业外支出(万元),321,287,84,743,613,470,303,29,21,21,17,22,18,2,0,6,5,4,0,46,50,32,5,
非流动资产处置损失(万元),,,,,,,,,,,,14,,,,0,,,,6,0,1,,
利润总额(万元),48415,26462,7658,42851,31495,18164,5187,6085,3643,2769,231,5671,2900,1963,-213,6096,2555,1986,-487,5081,6013,6308,5628,
所得税费用(万元),6173,3437,1206,5278,4679,2631,840,632,471,356,40,608,333,220,-2,753,301,228,6,625,797,861,770,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),42243,23025,6452,37574,26817,15533,4347,5453,3172,2413,191,5063,2567,1742,-211,5342,2254,1757,-493,4456,5216,5447,4858,
归属于母公司所有者的净利润(万元),42615,23343,6573,38064,27114,15753,4417,5453,3172,2413,191,5063,2567,1742,-211,5342,2254,1757,-493,4456,5216,5447,4858,
被合并方在合并前实现净利润(万元),,,,,,,5727,,-528,-95,,218,79,,,,24,,,,,,,
少数股东损益(万元),-373,-318,-122,-490,-297,-221,-70,,,,,,,,,,,,,,,,,
基本每股收益,1.13,0.62,0.17,1.01,0.73,0.73,0.37,0.63,0.37,0.28,0.02,0.65,0.35,0.25,,0.82,0.35,0.27,,0.69,0.81,0.84,0.77,
稀释每股收益,1.11,0.61,0.17,0.99,0.71,0.71,0.36,0.63,0.37,0.28,0.02,0.65,0.35,0.25,,0.82,0.35,0.27,,0.69,0.81,0.84,0.77,
