报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),72322,46576,17469,93262,69653,43881,16617,80217,54528,30772,10645,50137,33263,50601,26844,53626,45331,40809,
营业收入(万元),72322,46576,17469,93262,69653,43881,16617,80217,54528,30772,10645,50137,33263,50601,26844,53626,45331,40809,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),64616,42293,17369,91942,68682,43153,16831,75291,50250,28791,10394,45193,29536,44696,23306,49744,40959,36816,
营业成本(万元),47558,31476,12453,70304,53341,33374,12665,56798,38337,21681,7530,30825,20251,31628,16805,36191,31508,29379,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),2665,1469,406,3474,2485,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),408,268,107,693,459,297,115,514,349,219,84,424,243,390,228,297,207,211,
销售费用(万元),9544,6273,2813,12529,8417,5333,2557,10410,6162,3812,1565,7811,4771,6872,3035,5570,4029,2799,
管理费用(万元),4026,2552,1260,4536,3036,3434,1316,6690,4564,2729,1209,5074,3571,5145,2647,5013,4288,3775,
财务费用(万元),415,255,101,400,337,273,161,428,351,246,128,506,409,646,395,515,479,412,
资产减值损失(万元),,,-15,5,605,442,17,450,486,104,-122,553,289,16,195,2158,448,239,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),,,,39,39,39,39,6,,,,183,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),6934,3908,462,2704,1514,1154,-168,5339,4278,1982,251,5127,3727,5905,3538,3882,4371,3993,
营业外收入(万元),45,21,26,73,38,15,9,58,196,173,43,374,222,270,346,141,69,87,
营业外支出(万元),151,146,145,182,161,105,27,36,17,13,6,234,143,86,28,94,50,22,
非流动资产处置损失(万元),,,,,,,,,9,6,,67,66,34,2,30,18,0,
利润总额(万元),6828,3784,342,2596,1391,1064,-186,5361,4457,2141,288,5266,3807,6089,3856,3930,4390,4058,
所得税费用(万元),1190,655,84,721,315,220,,836,754,416,71,997,689,1193,787,1167,782,737,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),5638,3129,259,1874,1076,844,-186,4524,3703,1725,217,4269,3118,4895,3069,2762,3609,3321,
归属于母公司所有者的净利润(万元),5638,3129,259,1874,1076,844,-186,4524,3703,1725,217,4269,3118,4895,3069,2762,3609,3321,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,0,0,,,0,,,,,,,,
基本每股收益,0.34,0.19,0.02,0.11,0.06,0.05,-0.02,0.48,0.41,0.19,0.02,0.47,0.35,0.54,0.34,,,,
稀释每股收益,0.34,0.19,0.02,0.11,0.06,0.05,-0.02,0.48,0.41,0.19,0.02,0.47,0.35,0.54,0.34,,,,
