报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),29370,17450,8618,31517,23925,15512,8258,31341,22822,15218,7343,25150,25337,21933,
营业收入(万元),29370,17450,8618,31517,23925,15512,8258,31341,22822,15218,7343,25150,25337,21933,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),24270,14441,7615,27129,20244,13275,7226,25745,18621,12266,6053,20447,20760,19111,
营业成本(万元),19815,11684,5943,21552,16271,10533,5633,20179,14622,9665,4822,15569,15993,14369,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),1391,877,464,1602,1172,,,,689,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),306,192,91,328,180,162,85,357,243,176,79,263,156,141,
销售费用(万元),976,636,290,1191,863,595,306,1183,846,575,325,1017,972,771,
管理费用(万元),2071,1196,492,2798,2007,1977,848,3441,1831,1630,821,3770,3515,3160,
财务费用(万元),-288,-144,257,-307,-270,49,364,583,400,229,70,-220,70,688,
资产减值损失(万元),,,78,-35,20,-41,-11,2,-10,-9,-64,49,52,-18,
公允价值变动收益(万元),-104,1,-13,13,11,,10,-288,-288,-288,-94,288,,-70,
投资收益(万元),280,252,52,273,8,8,,-10,-10,-10,,16,4,70,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),5511,3487,1133,5300,4053,2429,1223,5550,3959,2708,1247,5001,4460,2822,
营业外收入(万元),3,0,0,1,10,9,0,13,5,9,2,104,151,93,
营业外支出(万元),5,5,0,22,86,16,9,19,22,16,,25,68,73,
非流动资产处置损失(万元),,,,,,,,,,14,,,,6,
利润总额(万元),5509,3482,1133,5279,3977,2422,1214,5545,3942,2702,1249,5080,4542,2842,
所得税费用(万元),807,473,122,703,650,398,215,763,548,357,182,824,764,487,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),4703,3009,1011,4576,3327,2024,999,4781,3393,2345,1066,4256,3778,2355,
归属于母公司所有者的净利润(万元),4551,3009,1011,4576,3327,2024,999,4781,3393,2345,1066,4256,3778,2355,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),152,,,,,,,,,,,,,,
基本每股收益,0.51,0.34,0.11,0.55,0.41,0.26,0.15,0.72,0.51,0.35,0.16,0.72,0.84,0.52,
稀释每股收益,0.51,0.34,0.11,0.55,0.41,0.26,0.15,0.72,0.51,0.35,0.16,0.72,0.84,0.52,
