报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),81708,50877,99769,66947,42832,77002,58125,40779,
营业收入(万元),81708,50877,99769,66947,42832,77002,58125,40779,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),73796,45959,88967,59793,38542,69419,51164,35009,
营业成本(万元),63471,39374,77311,51515,33174,59972,44940,30424,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),3563,2131,3937,2576,1744,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),433,293,519,334,180,358,279,196,
销售费用(万元),1124,737,1385,1028,715,1414,1156,947,
管理费用(万元),3582,2296,3715,2855,1749,6706,4589,3289,
财务费用(万元),1623,1127,2099,1484,823,674,-55,-112,
资产减值损失(万元),,,,,156,295,254,265,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),,,16,16,9,17,40,29,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),8155,5106,10881,7207,4419,8002,6962,5785,
营业外收入(万元),38,20,376,160,38,67,293,66,
营业外支出(万元),235,163,60,50,52,85,38,4,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),7959,4963,11197,7317,4406,7984,7216,5847,
所得税费用(万元),855,755,1390,1280,727,1075,940,788,
未确认投资损失(万元),,,,,,,,,
净利润(万元),7104,4209,9807,6038,3679,6910,6277,5059,
归属于母公司所有者的净利润(万元),7104,4209,9807,6038,3679,6910,6244,5043,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,,,,,,32,16,
基本每股收益,0.83,0.49,1.14,0.7,0.43,0.89,0.9,1.06,
稀释每股收益,0.83,0.49,1.14,0.7,0.43,0.89,0.9,1.06,
