报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),34670,17921,6366,52486,29116,15610,5079,40395,25368,14233,4080,33023,21112,12714,4051,31097,20917,28854,26095,17089,
营业收入(万元),34670,17921,6366,52486,29116,15610,5079,40395,25368,14233,4080,33023,21112,12714,4051,31097,20917,28854,26095,17089,
利息收入(万元),,,,,,,,,,,0,,,,0,,,,,,
已赚保费(万元),,,,,,,,,,,0,,,,0,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,0,,,,0,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),30133,15642,5895,46878,26129,14360,4954,35751,22250,12819,3828,28765,18387,11293,3782,27176,18057,25420,23143,15868,
营业成本(万元),24638,12201,4503,38430,20340,10650,3533,29149,18156,10281,2826,24096,15695,9632,2728,21943,15012,21036,18901,12565,
利息支出(万元),,,,,,,,,,,0,,,,0,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,0,,,,0,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2076,1278,509,3361,2086,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,0,,,,0,,,,,,
赔付支出净额(万元),,,,,,,,,,,0,,,,0,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,0,,,,0,,,,,,
保单红利支出(万元),,,,,,,,,,,0,,,,0,,,,,,
分保费用(万元),,,,,,,,,,,0,,,,0,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),169,78,53,412,215,136,30,189,71,82,8,239,-325,-346,97,849,555,638,649,459,
销售费用(万元),803,492,213,1272,788,496,91,1085,575,365,291,836,369,271,217,789,392,660,557,449,
管理费用(万元),2553,1688,603,2928,1950,2654,1289,4682,2977,1894,684,3395,2235,1438,722,3231,1951,2852,2423,1687,
财务费用(万元),-106,-95,-57,-58,-78,-98,-60,-151,-132,-63,19,109,135,58,18,181,117,289,294,177,
资产减值损失(万元),,,73,533,827,521,70,796,603,260,1,90,278,239,0,183,30,-55,320,531,
公允价值变动收益(万元),,,,,,,,,,,0,,,,0,,,,,,
投资收益(万元),-16,-13,,-37,3,3,1,25,,,0,,,,0,,,,,,
对联营企业和合营企业的投资收益(万元),,,,-39,,,,,,,0,,,,0,,,,,,
汇兑收益(万元),,,,,,,,,,,0,,,,0,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),4094,1991,499,6111,3347,1527,394,4968,3117,1414,251,4259,2725,1421,268,3921,2860,3434,2951,1221,
营业外收入(万元),1,0,,3,3,10,0,0,180,167,153,346,137,79,78,103,57,74,1,41,
营业外支出(万元),30,15,10,199,175,0,0,58,56,15,15,,,,0,3,0,4,7,13,
非流动资产处置损失(万元),,,,,,,,,,,0,,,,0,0,0,0,7,,
利润总额(万元),4065,1976,489,5915,3175,1537,394,4911,3242,1566,389,4605,2862,1501,346,4020,2917,3505,2945,1249,
所得税费用(万元),523,243,79,558,202,96,67,591,406,183,59,699,494,311,53,505,392,455,333,173,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),3542,1733,410,5357,2972,1441,327,4320,2836,1383,330,3906,2367,1190,293,3516,2525,3049,2612,1077,
归属于母公司所有者的净利润(万元),3541,1728,413,5354,3005,1463,358,4315,2830,1382,329,3904,2381,1198,295,3522,2554,3055,2641,1077,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),1,5,-3,4,-33,-23,-30,5,6,1,1,2,-13,-9,-2,-6,-29,-6,-28,,
基本每股收益,0.21,0.16,0.04,0.49,0.27,0.17,0.04,0.52,0.35,0.17,0.04,0.62,0.38,0.19,0.05,0.56,0.41,0.51,,,
稀释每股收益,0.21,0.16,0.04,0.49,0.27,0.17,0.04,0.52,0.35,0.17,0.04,0.62,0.38,0.19,0.05,0.56,0.41,0.51,,,
