报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),552987,361031,190893,771499,545967,350450,183268,637756,456298,303529,542407,428937,314936,
营业收入(万元),552987,361031,190893,771499,545967,350450,183268,637756,456298,303529,542407,428937,314936,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),522581,341716,180936,730789,507944,327722,172075,606752,434012,289570,529219,417233,309162,
营业成本(万元),378778,250823,134367,525634,368551,236601,122401,438732,317228,213595,382836,288562,211817,
利息支出(万元),,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),1951,1156,412,2736,1574,959,429,2081,1484,952,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),3945,2178,1084,4237,3110,2038,1184,3316,2493,1654,2972,2584,2331,
销售费用(万元),116313,74105,38662,158125,107853,70473,39616,124046,86873,56880,105547,95170,71945,
管理费用(万元),23019,14209,6652,41089,27697,18183,8608,38360,25569,16049,37110,30481,22333,
财务费用(万元),-1425,-755,-240,-1033,-841,-532,-162,217,366,316,405,253,309,
资产减值损失(万元),,,,,,,,,,124,350,183,427,
公允价值变动收益(万元),45,116,12,,190,,142,,,,,,,
投资收益(万元),1199,742,426,2033,1220,776,404,3213,2593,2002,3089,1857,524,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),36322,22797,12644,47140,42517,26118,14564,34639,24668,16228,19129,13767,6380,
营业外收入(万元),230,170,104,368,237,186,130,155,12,9,113,2478,1216,
营业外支出(万元),383,340,361,171,82,37,20,140,70,64,238,209,102,
非流动资产处置损失(万元),,,,,,,,,,,,,,
利润总额(万元),36169,22626,12387,47337,42672,26267,14674,34654,24610,16173,19005,16037,7494,
所得税费用(万元),9776,6386,3253,12424,10878,6657,3676,9856,7088,4833,7201,5524,2729,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),26392,16240,9135,34913,31794,19610,10998,24798,17522,11340,11803,10512,4765,
归属于母公司所有者的净利润(万元),26365,16092,8798,34035,31442,19520,10920,23854,17106,11208,11346,9896,4536,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,
少数股东损益(万元),28,148,337,877,352,90,78,944,416,133,457,617,229,
基本每股收益,0.67,0.42,0.24,0.95,0.87,0.54,0.3,0.66,0.48,0.31,0.33,,,
稀释每股收益,0.67,0.42,0.24,0.95,0.87,0.54,0.3,0.66,0.48,0.31,0.33,,,
