报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,
营业总收入(万元),59015,34119,9971,80176,54829,35006,9071,67803,46096,27892,6273,59783,36489,22612,5726,52617,36040,58279,50272,
营业收入(万元),59015,34119,9971,80176,54829,35006,9071,67803,46096,27892,6273,59783,36489,22612,5726,52617,36040,58279,50272,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),50872,29383,9733,69458,48056,29857,8849,58039,39292,23770,6068,50709,31459,19297,5796,44875,31612,50446,44180,
营业成本(万元),42520,24673,7827,58046,39772,25142,6582,48507,33168,20150,4829,44446,26838,16272,4389,38323,26418,42995,36417,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),2352,808,297,1413,1050,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),400,211,32,521,371,242,32,484,340,218,37,300,164,165,165,1516,1108,1506,1687,
销售费用(万元),35,15,4,10,5,5,3,48,5,2,1,32,24,23,9,9,5,12,16,
管理费用(万元),5101,3445,1580,6739,5049,4037,2327,7368,5154,3315,1543,5735,3930,2505,1298,5835,3948,5889,6030,
财务费用(万元),464,231,420,280,883,426,129,-219,-234,-142,-161,-368,-6,80,367,-1574,-340,-1101,-367,
资产减值损失(万元),,,-427,2449,926,5,-224,1851,859,226,-181,563,510,253,-432,766,474,1144,398,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),98,98,98,223,326,130,37,304,227,125,15,53,46,31,27,81,51,23,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),7934,5284,608,11220,7299,5466,258,10399,7030,4247,219,9127,5075,3347,-44,7823,4478,7856,6091,
营业外收入(万元),6,6,5,29,39,31,31,11,332,323,,240,232,224,223,267,206,411,56,
营业外支出(万元),79,20,8,41,30,26,4,56,23,2,1,44,27,8,3,47,22,119,12,
非流动资产处置损失(万元),,,,,,,,,0,0,,0,0,0,,16,12,7,,
利润总额(万元),7862,5271,605,11207,7307,5471,285,10354,7339,4568,218,9324,5281,3562,177,8043,4663,8147,6135,
所得税费用(万元),1126,830,113,2174,1650,1301,81,2502,1853,1159,66,2357,1309,866,37,2015,1197,2058,1567,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),6736,4441,492,9033,5657,4170,204,7852,5486,3410,153,6966,3972,2696,139,6029,3465,6090,4568,
归属于母公司所有者的净利润(万元),6505,4297,490,9012,5641,4167,208,7834,5473,3400,155,6966,3979,2701,142,6029,3465,6090,4568,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),230,144,2,20,16,3,-4,17,13,10,-2,-0,-7,-5,-2,-0,-0,,,
基本每股收益,0.58,0.38,0.04,0.8,0.5,0.37,0.02,0.96,0.69,0.45,0.02,1.07,,0.41,0.02,0.92,,0.98,0.88,
稀释每股收益,0.58,0.38,0.04,0.8,0.5,0.37,0.02,0.96,0.69,0.45,0.02,,,0.41,0.02,0.92,,0.98,0.88,
