报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,
营业总收入(万元),115954,75542,42524,137627,94613,61741,29847,91695,62830,40336,20687,73486,52158,34433,61658,31718,50532,11300,37013,27978,
营业收入(万元),115954,75542,42524,137627,94613,61741,29847,91695,62830,40336,20687,73486,52158,34433,61658,31718,50532,11300,37013,27978,
利息收入(万元),0,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),0,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),0,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),109922,72096,38752,127385,87882,57317,27263,80594,54457,34259,17419,61957,43678,28220,52355,26852,43562,9933,33123,24806,
营业成本(万元),95824,61247,34091,105089,73560,46845,21747,63200,42559,27113,13679,48201,34156,21973,42205,21524,33232,7776,25842,19871,
利息支出(万元),0,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),0,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4457,3034,1267,5861,4375,,,,,,,,,,,,,,,,
退保金(万元),0,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),0,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),0,,,,,,,,,,,,,,,,,,,,
分保费用(万元),0,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),597,375,235,495,375,261,140,494,366,251,118,648,494,252,429,194,295,66,236,165,
销售费用(万元),3154,2134,847,5435,2702,1522,542,2240,1388,924,513,1445,1018,587,1375,1032,1219,303,922,714,
管理费用(万元),3593,2321,1234,5948,4420,6105,3106,11398,8287,5150,2558,10409,7155,4639,6569,2902,6261,1299,4254,2715,
财务费用(万元),2298,2985,1353,2961,1468,1893,1466,2923,1993,1108,545,946,823,642,1343,899,2029,412,1666,1299,
资产减值损失(万元),,,-275,1595,981,690,262,339,-138,-287,8,307,33,127,433,300,526,79,203,42,
公允价值变动收益(万元),0,0,0,0,,,0,0,,,,,,,,,,,,,
投资收益(万元),36,10,0,381,379,336,142,14,14,7,-1,27,16,5,,,,,,,
对联营企业和合营企业的投资收益(万元),0,0,0,0,,,,0,,,,,,,,,,,,,
汇兑收益(万元),0,,-1207,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),8487,5591,2859,12093,8255,5555,3014,11877,8797,6332,3268,11556,8497,6218,9304,4866,6970,1366,3890,3172,
营业外收入(万元),10,0,0,0,10,10,0,8,147,62,149,458,353,224,466,337,314,216,198,225,
营业外支出(万元),80,74,74,46,26,24,4,1,1,1,1,92,29,26,226,15,345,309,161,17,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,318,306,79,10,
利润总额(万元),8418,5516,2785,12048,8240,5541,3010,11884,8944,6394,3416,11922,8820,6416,9543,5187,6939,1272,3926,3380,
所得税费用(万元),1128,700,378,1589,970,728,442,1227,1184,656,507,1888,1293,898,1441,809,969,216,575,504,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),7290,4817,2407,10458,7270,4814,2568,10657,7760,5737,2910,10034,7527,5518,8102,4379,5970,1056,3352,2876,
归属于母公司所有者的净利润(万元),7290,4817,2407,10458,7270,4814,2568,10657,7760,5737,2910,10034,7527,5518,8102,4379,5970,1056,3352,2876,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,33,-50,
少数股东损益(万元),0,,0,0,,,,0,,,,,,,,,,,,,
基本每股收益,0.55,0.36,0.18,0.8,0.56,0.38,0.21,1.07,0.78,0.57,0.29,1,0.75,0.55,0.87,0.53,0.75,0.13,,,
稀释每股收益,0.55,0.36,0.18,0.8,0.56,0.38,0.21,1.07,,0.57,0.29,1,,,0.87,0.53,0.75,0.13,,,
