报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),154700,106541,54157,230282,165224,111668,49906,220399,152784,101888,48922,217564,225884,227186,
营业收入(万元),154700,106541,54157,230282,165224,111668,49906,220399,152784,101888,48922,217564,225884,227186,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),141357,95410,48723,208571,150163,100027,43951,200070,140359,91780,43828,201208,200109,204742,
营业成本(万元),80704,56514,28299,118257,89649,59710,23914,115250,78710,51255,24168,101090,110548,116339,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),5790,3589,1495,9130,3133,,,,2816,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),5558,3945,2045,7571,5456,3704,1909,7947,6012,4023,2145,6673,5187,4685,
销售费用(万元),36969,23530,12356,50841,38635,26474,12896,52897,36689,23915,11625,55357,52532,48981,
管理费用(万元),11008,7083,3906,17934,11056,8177,4264,20681,12463,9851,4459,31311,26778,26738,
财务费用(万元),1327,749,764,2599,1696,1223,668,3212,2576,1759,922,4930,4357,5390,
资产减值损失(万元),,,-143,2240,539,740,300,82,1093,977,509,1846,707,2610,
公允价值变动收益(万元),,,,,,,,,,,,,,,
投资收益(万元),490,0,,259,,,,,,,,476,-191,104,
对联营企业和合营企业的投资收益(万元),490,0,,0,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),14272,11364,5354,22761,15295,11772,5973,20946,12923,10108,5094,16904,25989,22547,
营业外收入(万元),440,99,125,190,80,10,86,470,216,556,457,2369,1495,1013,
营业外支出(万元),431,262,44,1189,327,115,31,564,334,149,60,870,526,1735,
非流动资产处置损失(万元),,,,,,,,,,7,,,,1327,
利润总额(万元),14280,11201,5435,21761,15047,11666,6029,20852,12804,10514,5491,18403,26958,21825,
所得税费用(万元),2471,1669,776,4454,3319,1824,860,2859,2396,1544,674,3978,6243,5418,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),11810,9531,4659,17308,11729,9842,5169,17993,10408,8970,4817,14425,20715,16408,
归属于母公司所有者的净利润(万元),10484,8699,4166,14238,9934,8649,4581,15947,9291,8390,4669,13859,20367,16469,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),1325,832,493,3070,1795,1193,588,2046,1117,580,148,566,348,-61,
基本每股收益,0.11,0.09,0.05,0.16,0.11,0.1,0.05,0.21,0.12,0.11,0.06,0.18,0.27,0.22,
稀释每股收益,0.11,0.09,0.05,0.16,0.11,0.1,0.05,0.21,0.12,,0.06,0.18,0.27,,
