报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),68460,45584,21060,71191,52562,34142,16360,45503,30176,17235,7559,28083,19421,12066,5146,22099,15322,19766,16950,14795,
营业收入(万元),68460,45584,21060,71191,52562,34142,16360,45503,30176,17235,7559,28083,19421,12066,5146,22099,15322,19766,16950,14795,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),59476,39488,18626,61787,45517,29546,14397,38378,25031,13935,6694,22875,15864,9654,4526,17552,12591,15760,13211,11782,
营业成本(万元),12672,8165,3874,9805,7239,4779,2502,9529,6690,4237,2000,9120,6530,4198,1892,8510,6155,7935,7406,6998,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2429,2207,1188,3753,2355,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1103,753,395,1271,939,598,291,837,553,304,110,465,253,150,67,281,189,195,177,136,
销售费用(万元),40535,26525,12223,43796,32647,20887,10586,21873,13280,6252,3000,8586,5993,3190,1750,5027,3854,4248,3087,2316,
管理费用(万元),2346,1579,760,2656,2078,3129,940,5392,3896,2656,1148,4398,2896,2001,757,3535,2299,3197,2496,2412,
财务费用(万元),391,258,126,356,218,93,29,39,27,27,8,173,145,97,50,167,128,192,22,85,
资产减值损失(万元),,,61,151,41,61,50,708,586,459,430,133,46,18,9,32,-34,-5,22,-164,
公允价值变动收益(万元),,,,,,,,,,0,,,,,,,,,,,
投资收益(万元),52,46,53,122,103,71,41,305,168,129,11,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),9049,6161,2561,9652,7242,4728,2064,7758,5313,3429,876,5208,3557,2412,620,4547,2731,4005,3740,3013,
营业外收入(万元),15,11,4,29,25,25,7,14,27,27,25,110,93,89,3,235,61,158,170,51,
营业外支出(万元),2,1,1,84,56,15,3,143,53,35,,72,46,45,7,37,25,185,34,89,
非流动资产处置损失(万元),,,,,,,,,2,0,,27,2,0,0,27,15,142,0,19,
利润总额(万元),9062,6172,2563,9597,7211,4737,2068,7629,5287,3421,901,5246,3603,2457,616,4744,2767,3978,3876,2975,
所得税费用(万元),1317,893,336,1275,981,666,370,1069,698,484,115,722,484,337,91,711,425,557,547,416,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),7745,5279,2227,8322,6230,4071,1699,6560,4590,2937,786,4524,3120,2120,525,4033,2341,3421,3329,2559,
归属于母公司所有者的净利润(万元),7746,5279,2227,8322,6230,4071,1699,6560,4590,2937,786,4524,3120,2120,525,4033,2341,3421,3329,2559,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-1,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.65,0.44,0.19,0.69,0.52,0.34,0.21,0.84,0.59,0.38,0.11,0.75,0.52,0.35,0.09,0.67,0.37,0.57,0.55,,
稀释每股收益,0.65,0.44,0.19,0.69,0.52,0.34,0.21,0.84,0.59,0.38,0.11,0.75,,0.35,0.09,0.67,,0.57,0.55,,
