报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
营业总收入(万元),51813,37332,21788,95247,60130,38798,15618,78308,30971,57761,22918,39965,33247,
营业收入(万元),51813,37332,21788,95247,60130,38798,15618,78308,30971,57761,22918,39965,33247,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),41966,29402,17252,80154,50442,33810,12178,63437,24504,46253,18566,32687,29732,
营业成本(万元),33252,23919,13860,59956,38419,25177,10042,50154,20439,38684,15678,27080,25060,
利息支出(万元),,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),3498,2240,1114,5565,2690,2038,,,,,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),406,325,244,683,440,349,196,840,366,408,158,237,165,
销售费用(万元),2398,1558,708,3527,2104,1534,695,3046,952,2184,910,1937,2039,
管理费用(万元),1873,1315,559,3016,2564,1408,1095,6336,1921,3361,1230,2224,1915,
财务费用(万元),539,479,273,1128,794,440,151,1228,575,1141,555,718,389,
资产减值损失(万元),,50,494,6281,3430,2865,,1834,250,475,35,491,164,
公允价值变动收益(万元),-693,-693,,,,,,,,,,,-8,
投资收益(万元),1347,1292,1354,2091,1275,613,152,249,-128,54,-97,42,40,
对联营企业和合营企业的投资收益(万元),1347,1292,1354,1988,1172,510,133,245,-128,50,-97,-43,-3,
汇兑收益(万元),,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),11914,8844,6041,19042,11835,6040,3608,16336,6339,11562,4255,7320,3547,
营业外收入(万元),65,62,61,166,157,141,10,155,265,743,233,150,26,
营业外支出(万元),30,24,21,25,17,10,0,25,10,79,30,33,99,
非流动资产处置损失(万元),,,,,,,,,,61,22,16,11,
利润总额(万元),11948,8881,6081,19183,11976,6170,3618,16466,6594,12225,4458,7436,3474,
所得税费用(万元),1568,993,742,2048,1619,734,595,2312,1084,1728,673,954,481,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),10380,7889,5339,17134,10357,5436,3022,14154,5510,10497,3785,6483,2993,
归属于母公司所有者的净利润(万元),10395,7900,5347,17132,10365,5445,3019,14079,5471,10494,3783,6476,2993,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,
少数股东损益(万元),-15,-11,-7,2,-8,-9,4,75,39,3,1,6,-0,
基本每股收益,0.39,0.3,0.2,0.65,0.39,0.21,0.11,0.56,0.22,0.69,0.25,0.43,0.2,
稀释每股收益,0.39,0.3,0.2,0.65,0.39,0.21,0.11,0.56,0.22,0.69,0.25,0.43,0.2,
