报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),40375,25662,11465,66772,32618,20759,8514,51985,27048,17310,6446,44552,23483,14760,5405,37317,18800,12167,30983,26914,22037,16205,
营业收入(万元),40375,25662,11465,66772,32618,20759,8514,51985,27048,17310,6446,44552,23483,14760,5405,37317,18800,12167,30983,26914,22037,16205,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),36238,22764,10788,58744,29009,18483,7911,45327,24045,15624,6747,38299,21813,13501,6296,32804,17571,11075,26502,22363,18758,13172,
营业成本(万元),15324,9556,4394,27633,12064,7746,2821,21735,10063,6502,2323,18543,9690,6091,2655,16281,7610,4617,12584,10905,8358,5420,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),10062,6559,3245,8396,6340,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),212,137,52,405,163,85,32,299,115,75,19,396,156,89,30,281,73,47,298,186,496,616,
销售费用(万元),6096,3581,1722,10262,5600,3585,1635,8357,4693,2969,1408,6844,4034,2395,1096,6138,3538,2248,4997,4883,4493,3333,
管理费用(万元),4705,3057,1251,10726,4473,6460,3344,14032,8580,5727,3185,11581,7593,4759,2504,9704,6282,4173,8418,6356,5073,3627,
财务费用(万元),-162,-125,-66,-280,-167,-105,-57,-341,-226,-101,-32,-156,-97,-91,-27,-293,-117,-101,-195,-168,-61,-30,
资产减值损失(万元),,,,1603,535,712,135,1244,821,452,-156,1092,436,258,37,692,185,91,400,201,399,206,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),491,243,-56,447,144,128,25,1587,1444,1428,31,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),-114,-73,-67,-217,-156,-107,-46,-55,-45,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),4809,3207,764,9891,4653,2797,768,9617,4883,3330,-270,6253,1670,1258,-890,4514,1228,1092,4480,4551,3279,3032,
营业外收入(万元),,,,,,,,,380,198,209,931,558,461,280,1045,672,529,723,637,452,194,
营业外支出(万元),,,,,1,1,,5,,,,1,1,1,1,117,121,121,,11,2,4,
非流动资产处置损失(万元),,,,,,,,,,,,0,,,,,,,,11,2,2,
利润总额(万元),4809,3207,764,9891,4652,2796,768,9612,5263,3528,-61,7183,2228,1719,-611,5442,1779,1500,5203,5178,3729,3222,
所得税费用(万元),578,529,104,1246,735,377,159,1301,661,366,217,1427,583,402,40,723,480,285,774,1006,690,607,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),4230,2678,660,8646,3916,2420,609,8311,4602,3162,-278,5756,1644,1317,-651,4719,1298,1214,4429,4172,3039,2615,
归属于母公司所有者的净利润(万元),4230,2678,660,8646,3916,2420,609,8425,4715,3275,-196,5996,1803,1411,-600,4777,1321,1220,4429,4172,3039,2615,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,-113,-113,-113,-82,-240,-158,-94,-50,-58,-22,-6,,,,,
基本每股收益,0.24,0.15,0.06,0.72,0.33,0.2,0.08,1.05,0.59,0.41,-0.02,1,0.3,0.24,-0.1,0.8,0.22,0.2,0.74,0.7,0.51,0.56,
稀释每股收益,0.24,0.15,0.06,0.72,0.33,0.2,0.08,1.05,0.59,0.41,-0.02,1,,0.24,-0.1,0.8,,0.2,0.74,0.7,0.51,0.56,
