报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),48753,32143,15798,59905,44063,27797,11112,49812,36157,23503,9194,36997,25748,30025,27560,25155,
营业收入(万元),48753,32143,15798,59905,44063,27797,11112,49812,36157,23503,9194,36997,25748,30025,27560,25155,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),44543,29638,14252,53313,38539,24813,9772,43263,31100,20196,7992,32280,23022,26857,23641,21039,
营业成本(万元),35468,23644,11662,41898,30575,19483,7537,33941,24529,16072,6195,25016,17428,20640,17784,15902,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),2646,1863,642,2704,2076,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),218,106,53,318,248,168,95,428,343,220,88,320,225,195,173,137,
销售费用(万元),2894,1904,787,3477,2467,1732,704,2788,1717,1136,539,2490,1855,1839,1861,1644,
管理费用(万元),2897,1795,803,3886,2515,2828,1095,5037,3667,2213,858,3762,2917,3503,2911,2589,
财务费用(万元),421,327,191,516,344,284,201,737,584,385,192,696,527,909,839,650,
资产减值损失(万元),,,114,513,314,317,141,332,259,170,120,-5,70,-229,74,117,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),,,,472,255,205,100,11,,,,,,-23,-22,-92,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,-23,-22,-92,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),3793,2287,1613,7290,5890,3218,1464,6749,5058,3307,1202,4716,2725,3144,3897,4024,
营业外收入(万元),50,2,0,1062,971,964,,236,288,38,8,707,444,345,259,123,
营业外支出(万元),13,8,8,5,5,,,7,7,7,7,45,42,57,57,39,
非流动资产处置损失(万元),,,,,,,,,,,,2,2,,2,,
利润总额(万元),3830,2281,1605,8347,6856,4182,1464,6978,5339,3337,1204,5379,3127,3433,4099,4107,
所得税费用(万元),378,171,176,1064,920,586,204,1012,750,469,167,715,396,398,568,612,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),3452,2110,1429,7283,5935,3596,1260,5966,4589,2868,1037,4665,2731,3034,3531,3496,
归属于母公司所有者的净利润(万元),3452,2113,1432,7288,5950,3607,1267,5984,4587,2868,1037,4676,2750,3052,3540,3497,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,196,39,,
少数股东损益(万元),0,-3,-3,-5,-15,-10,-6,-18,2,0,-0,-11,-18,-18,-9,-1,
基本每股收益,0.43,0.26,0.18,0.91,0.74,0.45,0.16,0.9,0.74,0.48,0.17,0.78,0.46,0.54,,,
稀释每股收益,0.43,0.26,0.18,0.91,0.74,0.45,0.16,0.9,0.74,0.48,0.17,0.78,0.46,0.54,,,
