报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),14114,8861,3915,18330,13239,8761,3792,17743,12663,8016,3411,15545,11049,13227,6168,12161,10266,9912,
营业收入(万元),14114,8861,3915,18330,13239,8761,3792,17743,12663,8016,3411,15545,11049,13227,6168,12161,10266,9912,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),8784,5694,2664,11772,8426,5541,2491,10955,7740,4911,2189,10185,7189,9366,4433,9358,7551,7371,
营业成本(万元),6655,4266,1937,8811,6340,4200,1819,8239,5894,3745,1630,7654,5491,6989,3328,6930,5596,5549,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),600,403,177,817,565,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),169,108,49,242,168,115,50,239,161,106,48,203,117,134,61,107,102,90,
销售费用(万元),465,303,167,665,477,309,158,609,435,284,150,577,402,514,241,499,411,396,
管理费用(万元),977,649,329,1312,926,930,448,1901,1278,860,405,1733,1175,1801,908,1838,1499,1320,
财务费用(万元),-81,-36,10,-54,-49,-16,18,2,1,-28,-44,-27,-5,-139,-129,-29,-54,23,
资产减值损失(万元),,,-5,-22,-1,3,-2,-35,-29,-57,,45,8,66,23,13,-3,-6,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),955,790,516,1408,1141,707,122,180,130,100,29,100,93,99,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),6693,4253,1993,8175,5955,3928,1423,6969,5054,3205,1251,5460,3953,3959,1735,2803,2715,2541,
营业外收入(万元),13,7,4,50,237,25,16,68,24,18,6,36,19,320,15,686,632,250,
营业外支出(万元),3,0,0,22,24,4,3,2,0,0,,6,0,36,0,3,1,22,
非流动资产处置损失(万元),,,,,,,,,0,0,,6,0,36,,3,,,
利润总额(万元),6702,4260,1996,8203,6168,3950,1436,7035,5077,3223,1257,5490,3972,4243,1750,3485,3346,2769,
所得税费用(万元),993,629,300,1171,943,604,220,1030,782,470,193,805,605,633,277,503,477,400,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),5709,3631,1697,7032,5225,3346,1216,6005,4295,2753,1063,4684,3367,3611,1473,2982,2869,2370,
归属于母公司所有者的净利润(万元),5709,3631,1697,7032,5225,3346,1216,6005,4295,2753,1063,4684,3367,3611,1473,2982,2869,2370,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,0.48,0.3,0.21,0.88,0.65,0.42,0.15,0.92,0.72,0.46,0.18,0.78,0.56,0.6,0.25,0.5,0.48,0.41,
稀释每股收益,0.48,0.3,0.21,0.88,0.65,0.42,0.15,0.92,0.72,0.46,0.18,0.78,0.56,0.6,0.25,0.5,0.48,0.41,
