报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),35829,23181,11116,54628,37453,25964,11865,64164,46171,30423,13491,59612,58756,55921,42649,
营业收入(万元),35829,23181,11116,54628,37453,25964,11865,64164,46171,30423,13491,59612,58756,55921,42649,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),33910,22080,10350,52388,35404,24345,10964,59061,42420,28127,12416,54393,53695,52740,40343,
营业成本(万元),22206,14485,7010,33925,23461,16126,7470,39967,29155,19066,8740,37600,37162,34737,23778,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),1108,735,361,1498,1005,,,,1225,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),276,184,40,474,274,225,60,634,440,301,127,657,445,399,326,
销售费用(万元),7393,4728,1837,11777,7671,5250,2107,12598,8731,6008,2344,10998,10035,12113,11742,
管理费用(万元),3015,2005,1002,4109,2861,2560,1226,5693,2668,2556,1169,5307,5721,4866,4322,
财务费用(万元),-88,-56,-28,-127,-92,-78,-52,-48,-36,-29,-14,-56,47,169,203,
资产减值损失(万元),,,127,732,223,261,154,217,237,225,50,-113,285,456,-29,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),611,401,179,785,565,327,113,354,263,174,87,195,63,40,36,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),2315,1431,944,3179,2760,2042,1098,5571,4115,2572,1162,5414,5124,3221,2342,
营业外收入(万元),9,8,0,382,345,345,1,24,23,6,0,209,65,1102,64,
营业外支出(万元),0,0,0,150,84,82,82,4,0,,,64,90,679,17,
非流动资产处置损失(万元),,,,,,,,,,,,9,50,2,1,
利润总额(万元),2324,1438,945,3411,3021,2305,1017,5590,4138,2578,1162,5559,5100,3644,2389,
所得税费用(万元),248,137,88,445,472,359,147,740,549,330,141,818,749,466,296,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),2075,1302,857,2966,2549,1947,870,4851,3589,2248,1021,4741,4351,3179,2093,
归属于母公司所有者的净利润(万元),2075,1302,857,2966,2549,1947,870,4851,3589,2248,1021,4741,4351,3179,2093,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
基本每股收益,0.17,0.11,0.11,0.36,0.31,0.24,0.11,0.79,0.59,0.37,0.17,0.78,0.76,,,
稀释每股收益,0.17,0.11,0.11,0.36,0.31,0.24,0.11,0.79,0.59,0.37,0.17,0.78,0.76,,,
