报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),126642,87745,47475,217144,167853,118863,62108,226141,161167,110440,53408,208693,147033,99897,184302,166378,142196,100412,
营业收入(万元),126642,87745,47475,217144,167853,118863,62108,226141,161167,110440,53408,208693,147033,99897,184302,166378,142196,100412,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),135032,86906,46161,205944,156105,109103,56572,200014,144210,98906,47189,184839,131279,89981,163621,149050,127243,89651,
营业成本(万元),92897,62794,34546,154858,122568,86334,45784,157852,112484,76812,37608,147468,103471,70687,130856,120280,99777,71548,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),2118,1510,562,3978,3279,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1303,914,396,1731,1325,933,314,2183,1430,1056,449,1194,855,534,1021,882,580,586,
销售费用(万元),25494,12498,6285,27360,16544,9741,4269,19121,14619,9750,3771,17974,12825,9673,15167,13634,12223,9061,
管理费用(万元),10231,6984,3225,12668,8409,8328,3858,14465,11209,7319,3488,12947,9293,5181,10747,9774,10630,6871,
财务费用(万元),2989,2206,1113,4023,3003,2134,1173,2752,2158,1347,762,3582,2782,1907,3397,3434,2767,1765,
资产减值损失(万元),,,,1325,978,1632,1174,3642,2309,2623,1111,1673,2052,1999,2434,1047,1266,-179,
公允价值变动收益(万元),6,4,,,,,,,,,,,,,,,,,
投资收益(万元),12,12,,122,122,122,59,333,12,12,,12,12,,12,6,10,7,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,-0,3,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),-5970,1105,1651,16354,16511,13130,7833,30965,19576,12676,7019,23866,15767,9916,20692,17334,14963,10767,
营业外收入(万元),73,50,19,35,49,60,22,55,232,212,29,4134,1822,1484,4286,2938,2358,2428,
营业外支出(万元),235,174,156,2403,238,151,40,495,282,208,45,308,159,138,318,237,431,112,
非流动资产处置损失(万元),,,,,,,,,80,72,,95,37,37,134,48,123,6,
利润总额(万元),-6131,981,1514,13985,16322,13039,7816,30525,19526,12680,7003,27693,17430,11262,24660,20035,16891,13084,
所得税费用(万元),-42,222,407,2235,1797,2248,1070,4944,3032,2150,1077,4288,2448,1761,4530,2648,3588,1764,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),-6089,758,1107,11751,14525,10791,6746,25581,16495,10531,5926,23404,14982,9501,20130,17387,13303,11320,
归属于母公司所有者的净利润(万元),-6383,569,1043,11075,14495,10952,6622,24858,15945,10176,5580,22450,14226,9051,19198,16457,12595,10999,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,-72,-46,
少数股东损益(万元),294,190,64,676,30,-161,124,724,549,355,346,955,755,450,932,930,708,322,
基本每股收益,-0.2,0.02,0.03,0.35,0.46,0.34,0.31,1.31,0.87,0.61,0.35,1.41,0.94,0.57,1.21,1.13,0.89,0.82,
稀释每股收益,-0.2,0.02,0.03,0.35,0.46,0.34,0.31,1.31,0.87,0.61,0.35,1.41,0.94,0.57,1.21,1.13,0.89,0.82,
