报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),92413,59854,25797,156932,96617,59222,24517,150242,90185,56285,20656,136136,79495,53218,16892,99753,54056,63383,45568,33133,27796,
营业收入(万元),92413,59854,25797,156932,96617,59222,24517,150242,90185,56285,20656,136136,79495,53218,16892,99753,54056,63383,45568,33133,27796,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),82390,52792,25954,136679,84360,50864,22446,135116,81868,49803,19213,108254,63169,42934,15086,74699,39428,46075,29731,20922,17460,
营业成本(万元),56843,35113,16952,86076,53827,30846,14168,82194,49126,28045,10196,67637,42615,28945,9105,43156,20261,27389,16737,13911,12263,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3553,2463,1091,5659,3877,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1623,936,353,3295,1996,1029,289,3011,1504,929,235,2941,1360,907,291,2060,867,1644,1553,1817,1938,
销售费用(万元),15281,10947,5461,27746,17314,11039,4942,29935,17133,10830,6045,26934,12600,8163,3847,22537,13366,12930,8716,3669,2651,
管理费用(万元),7038,4657,2455,8754,6306,6720,3380,12861,10687,6496,2923,8108,6474,4469,2403,7066,5231,5781,4675,3246,853,
财务费用(万元),-1949,-1324,-685,-2498,-2264,-1515,-672,-1597,-1187,-823,-410,-1487,-867,-537,-560,-1665,-1289,-2144,-2183,-1734,-245,
资产减值损失(万元),,,327,7648,3303,2745,339,8712,4605,4326,223,4122,988,988,0,1544,991,475,233,15,,
公允价值变动收益(万元),2264,2027,2404,,,,,,,,,,,,,,,,,,,
投资收益(万元),-489,-656,-685,-37,-550,-492,-404,8535,5600,1064,474,-419,-519,-254,,296,-69,-9,,,,
对联营企业和合营企业的投资收益(万元),-2054,-1566,-713,-1619,-1706,-1133,-545,-1365,-891,-304,-205,-419,-692,-427,,-137,-69,-9,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),13739,9645,2836,24886,15571,9219,2332,24746,13917,7545,1917,27462,15807,10030,1806,25350,14558,17299,15837,12211,10336,
营业外收入(万元),2191,2190,1002,3932,2013,1947,2,3731,3494,3225,262,642,291,207,113,885,589,1226,1023,1393,1155,
营业外支出(万元),49,48,1,122,84,25,18,34,6,1,5,34,18,18,2,93,54,116,20,10,0,
非流动资产处置损失(万元),,,,,,,,,,,,6,,7,,61,,,12,,,
利润总额(万元),15882,11787,3838,28696,17500,11140,2315,28444,17405,10769,2174,28070,16079,10219,1916,26143,15092,18409,16841,13594,11491,
所得税费用(万元),225,188,139,409,108,127,20,170,176,65,48,56,,,,,,,42,,-1653,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),15657,11599,3699,28287,17392,11013,2295,28274,17229,10704,2126,28014,16079,10219,1916,26143,15092,18409,16799,13594,13145,
归属于母公司所有者的净利润(万元),15681,11624,3723,28510,17443,11062,2373,28396,17083,10706,2094,28014,16079,10219,1916,26234,15221,18793,16736,13597,13145,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-24,-24,-24,-223,-51,-49,-77,-122,146,-2,32,,,,,-91,-129,-384,63,-3,,
基本每股收益,0.3,0.22,0.07,0.55,0.34,0.21,0.05,0.55,0.33,0.21,0.1,1.7,1.03,0.66,0.12,1.68,0.98,1.21,1.07,0.89,1.64,
稀释每股收益,0.3,0.22,0.07,0.55,0.34,0.21,0.05,0.55,0.33,0.21,0.1,1.7,1.03,0.66,0.12,1.68,0.98,1.21,1.07,0.89,1.64,
