报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),34923,20611,8802,54211,39059,25737,10952,49992,36198,22448,11841,46594,31014,16977,7643,33139,33725,25881,11681,
营业收入(万元),34923,20611,8802,54211,39059,25737,10952,49992,36198,22448,11841,46594,31014,16977,7643,33139,33725,25881,11681,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),37266,24149,10141,49963,34721,22847,10239,45158,32087,19397,10296,38208,25639,14068,6593,27659,19219,14423,5319,
营业成本(万元),28703,17841,7759,41771,29650,19351,8343,37736,26571,16090,8791,32468,21948,11797,5494,22309,14617,9727,3737,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),3231,1884,808,2676,1833,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),240,151,86,457,299,211,98,406,328,209,96,340,181,98,59,282,311,130,67,
销售费用(万元),1538,960,457,1717,1275,812,380,1672,1247,722,309,1397,946,545,220,900,775,769,264,
管理费用(万元),3107,2962,1053,2932,2068,2415,1074,4344,3365,2260,1132,3785,2586,1611,829,2961,2917,3719,1040,
财务费用(万元),448,352,122,-516,-423,-173,403,347,319,104,27,-498,-199,-166,13,-360,-50,31,29,
资产减值损失(万元),,,-145,927,19,230,-59,652,258,13,-59,716,177,184,-21,1567,649,47,182,
公允价值变动收益(万元),,55,-62,34,380,229,-278,-244,-245,-130,-36,181,,,,,,,,
投资收益(万元),589,405,259,1356,647,451,449,875,503,88,,151,160,89,18,399,382,355,176,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),-1829,-3124,-1032,5877,5611,3807,1102,5846,4368,3009,1509,8718,5535,2998,1069,5879,14889,11813,6539,
营业外收入(万元),0,0,0,9,3,3,2,18,536,236,176,980,897,560,444,473,2573,377,499,
营业外支出(万元),0,0,,130,109,100,100,11,44,43,4,4,1,1,0,16,38,12,0,
非流动资产处置损失(万元),,,,,,,,,40,40,1,2,,,,0,15,12,,
利润总额(万元),-1830,-3124,-1032,5757,5505,3710,1004,5853,4860,3202,1681,9695,6431,3556,1513,6335,17425,12178,7038,
所得税费用(万元),-118,-334,3,665,978,633,173,862,583,524,283,1461,1035,572,259,886,2523,2132,1026,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),-1712,-2790,-1034,5092,4527,3077,830,4991,4277,2678,1398,8234,5396,2984,1254,5450,14901,10046,6012,
归属于母公司所有者的净利润(万元),-1485,-2465,-859,5380,4668,3140,857,5121,4306,2678,1398,8234,5396,2984,1254,5450,14901,10046,6012,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-227,-325,-175,-287,-141,-63,-26,-130,-29,,,,,,,,,,,
基本每股收益,-0.07,-0.12,-0.04,0.26,0.22,0.15,0.04,0.26,0.23,0.15,0.08,0.53,0.35,0.19,0.08,0.35,0.96,0.64,,
稀释每股收益,-0.07,-0.12,-0.04,0.26,0.22,0.15,0.04,0.26,0.23,0.15,0.08,0.53,0.35,0.19,0.08,0.35,0.96,0.64,,
