报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),65571,38156,18995,131110,100185,59788,25997,99641,69402,43703,18672,75337,52471,32896,13618,59016,51935,41404,33005,
营业收入(万元),65571,38156,18995,131110,100185,59788,25997,99641,69402,43703,18672,75337,52471,32896,13618,59016,51935,41404,33005,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),56211,33480,17264,99569,76235,48107,22751,78453,54720,34730,15610,59487,42208,26849,11532,49509,45917,36990,29847,
营业成本(万元),43226,25014,12846,82528,63016,38899,16901,59652,41545,26131,11447,46275,32345,20575,8588,36928,33596,26800,20895,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),5150,2934,1582,6377,4778,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),618,441,221,754,555,368,192,734,563,402,170,305,165,107,43,247,136,119,25,
销售费用(万元),3107,1845,898,5172,3981,2431,1075,4299,3047,1905,950,3424,2484,1610,709,3187,2769,2380,1963,
管理费用(万元),5332,3276,1701,6505,5382,6549,3036,10867,7644,5073,2626,9096,6475,4138,1770,7698,7077,5041,3930,
财务费用(万元),-1224,-30,941,-2030,-2156,-520,1691,2314,1774,1077,576,22,493,305,479,1342,2051,2573,2796,
资产减值损失(万元),,,-923,263,678,381,-144,587,146,142,-159,365,245,115,-57,105,288,77,239,
公允价值变动收益(万元),-88,-88,23,88,,,,,,,,-93,-93,-119,95,48,45,,,
投资收益(万元),72,72,-25,89,8,8,8,202,143,51,,-88,-78,-50,-156,346,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),10445,6017,1875,32327,24392,11943,3361,22183,15308,9311,3062,15668,10092,5878,2025,9901,6063,4414,3157,
营业外收入(万元),4,4,12,1,14,1,3,35,4,3,45,850,738,572,117,602,471,643,701,
营业外支出(万元),26,22,21,116,29,11,8,7,6,4,3,77,62,40,21,95,85,86,393,
非流动资产处置损失(万元),,,,,,,,,2,2,,4,,,,2,2,15,360,
利润总额(万元),10422,5999,1866,32212,24378,11933,3356,22211,15306,9310,3104,16442,10768,6410,2121,10407,6450,4971,3465,
所得税费用(万元),847,586,98,4682,3956,1392,413,2588,2170,1261,555,2630,1730,1051,330,1477,893,789,338,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),9575,5414,1768,27530,20422,10541,2943,19622,13135,8049,2549,13812,9038,5360,1791,8930,5557,4182,3127,
归属于母公司所有者的净利润(万元),9575,5414,1768,27530,20422,10541,2943,19622,13135,8049,2549,13812,9038,5360,1791,8930,5557,4182,3127,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
基本每股收益,0.37,0.21,0.07,1.08,0.8,0.41,0.12,0.79,0.53,0.89,0.32,1.75,0.39,0.68,0.23,1.13,0.74,0.56,,
稀释每股收益,0.37,0.21,0.07,1.08,0.8,0.41,0.12,0.79,0.53,0.89,0.32,1.75,0.39,0.68,0.23,1.13,0.74,0.56,,
