报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),4034,2833,807,19975,16580,11838,4370,25026,19913,12114,3215,25999,15094,11032,9959,9779,
营业收入(万元),4034,2833,807,19975,16580,11838,4370,25026,19913,12114,3215,25999,15094,11032,9959,9779,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),6664,4727,2095,18798,14531,10564,3976,18649,13790,7450,2392,16770,9281,9250,8368,8675,
营业成本(万元),2382,1642,344,12295,10092,7340,2529,13646,10201,5278,1701,9586,5389,5663,5449,5010,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),1202,951,594,1591,1145,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),117,76,36,192,154,98,43,307,209,153,55,420,151,80,51,84,
销售费用(万元),1276,864,417,1781,1210,770,359,1308,923,639,224,2087,906,882,872,948,
管理费用(万元),1712,1221,724,2516,1796,2203,1082,3838,2570,1483,709,4337,2923,2376,2149,2770,
财务费用(万元),-26,-26,-20,-129,-86,-67,-37,-157,-115,-105,-27,-143,-117,-95,-345,-125,
资产减值损失(万元),,,,551,219,219,,-292,2,2,-269,484,29,345,192,-13,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),791,524,251,1459,1174,824,238,60,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),-961,-854,-800,3928,5319,3916,1381,8740,7068,4927,822,9229,5813,1782,1590,1104,
营业外收入(万元),127,130,32,81,70,61,45,481,734,533,394,1174,169,825,683,179,
营业外支出(万元),1,0,1,5,5,5,0,13,39,33,13,5,2,6,10,6,
非流动资产处置损失(万元),,,,,,,,,26,26,,5,2,6,6,4,
利润总额(万元),-835,-724,-769,4004,5384,3972,1425,9208,7763,5428,1204,10398,5980,2600,2263,1277,
所得税费用(万元),53,53,,505,805,567,211,1309,1188,848,194,1525,780,502,503,187,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),-888,-778,-769,3499,4579,3405,1215,7900,6574,4580,1010,8873,5200,2098,1761,1090,
归属于母公司所有者的净利润(万元),-888,-778,-769,3435,4260,3073,1212,7898,6729,4731,1117,8037,4838,2255,1804,1090,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,65,319,332,3,2,-155,-151,-107,837,362,-157,-43,,
基本每股收益,-0.06,-0.05,-0.05,0.23,0.28,0.2,0.12,1,0.9,0.63,0.15,1.07,0.65,0.3,0.24,0.15,
稀释每股收益,-0.06,-0.05,-0.05,0.23,0.28,0.2,0.12,1,0.9,0.63,0.15,1.07,0.65,0.3,0.24,0.15,
