报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),24650,15473,7475,35513,24226,15624,6965,29464,21542,13701,6693,26411,18999,12831,24980,26014,19442,
营业收入(万元),24650,15473,7475,35513,24226,15624,6965,29464,21542,13701,6693,26411,18999,12831,24980,26014,19442,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),22296,14374,6969,30072,20221,13015,6028,23725,17061,10754,5433,21500,15691,10901,22000,22781,16990,
营业成本(万元),17794,11261,5462,24930,16894,10881,4824,19105,13724,8854,4592,17731,13132,8979,18862,19921,14792,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),1050,675,329,1389,965,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),86,46,23,153,107,58,31,153,78,87,32,139,73,57,172,116,132,
销售费用(万元),652,409,192,542,341,206,90,462,304,184,80,309,207,129,295,250,218,
管理费用(万元),3009,1992,930,3086,2180,1958,973,3751,2746,1552,775,3422,2278,1689,2893,2046,1660,
财务费用(万元),-294,-9,117,-329,-422,-202,64,202,123,71,-28,-133,-34,-12,-61,275,98,
资产减值损失(万元),,,-85,301,155,114,45,52,86,7,-18,31,35,59,-161,174,91,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),420,336,228,784,433,329,208,47,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),3920,2612,786,6506,4590,3060,1172,5928,4481,2947,1269,4911,3308,1930,2980,3233,2452,
营业外收入(万元),13,0,0,3,0,,,292,357,192,2,312,228,108,523,122,178,
营业外支出(万元),37,20,12,14,10,4,4,3,4,4,,45,37,3,11,43,84,
非流动资产处置损失(万元),,,,,,,,,4,4,,19,8,1,10,34,65,
利润总额(万元),3896,2592,774,6495,4579,3056,1168,6217,4834,3135,1271,5178,3499,2035,3491,3311,2546,
所得税费用(万元),759,547,163,1013,837,501,194,926,742,475,188,920,607,324,738,717,559,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),3138,2045,612,5482,3742,2555,974,5290,4092,2661,1082,4258,2893,1711,2753,2594,1987,
归属于母公司所有者的净利润(万元),3295,2159,612,5482,3742,2555,974,5290,4092,2661,1082,4258,2893,1711,2753,2594,1987,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),-158,-114,,,,,,,,,,,,,,,,
基本每股收益,0.49,0.32,0.09,0.81,0.55,0.38,0.14,0.91,0.77,0.52,0.21,0.83,0.57,0.34,0.54,0.51,0.39,
稀释每股收益,0.49,0.32,0.09,0.81,0.55,0.38,0.14,0.91,0.77,0.52,0.21,0.83,0.57,0.34,0.54,0.51,0.39,
