报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),197756,115484,237593,168227,111840,214900,186090,164002,
营业收入(万元),197756,115484,237593,168227,111840,214900,186090,164002,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),167282,96078,212458,155023,103899,196434,163769,150277,
营业成本(万元),153070,85669,192071,139949,94297,178803,148670,132816,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),669,532,1128,978,438,1143,921,568,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),634,510,1187,651,594,1025,1373,1075,
销售费用(万元),8032,5086,9492,6112,4430,7358,6977,6341,
管理费用(万元),3198,1943,4127,3463,1983,3681,2571,2392,
财务费用(万元),1679,2337,4453,3870,2157,4353,2735,4349,
资产减值损失(万元),,,,,,71,522,2737,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),-547,-252,-489,-428,18,14,34,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),29741,19616,24433,13044,7670,18637,22757,13724,
营业外收入(万元),1951,1938,2520,2395,968,3803,436,302,
营业外支出(万元),21,12,101,91,72,87,109,233,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),31671,21542,26852,15348,8566,22353,23085,13793,
所得税费用(万元),7262,4879,6926,3829,2596,5818,5921,3463,
未确认投资损失(万元),,,,,,,,,
净利润(万元),24409,16663,19925,11519,5970,16535,17164,10329,
归属于母公司所有者的净利润(万元),24409,16663,19925,11519,5970,16535,17164,10329,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,,,,,,,,
基本每股收益,0.68,0.46,0.55,0.32,0.17,0.47,,,
稀释每股收益,0.68,0.46,0.55,0.32,0.17,0.47,,,
