报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),85610,53580,22001,111561,77747,50530,20647,103426,70641,45572,17125,85855,55981,40448,71772,35718,67573,71529,70311,
营业收入(万元),85610,53580,22001,111561,77747,50530,20647,103426,70641,45572,17125,85855,55981,40448,71772,35718,67573,71529,70311,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),75513,47227,19223,99445,68306,44430,18098,90993,61203,40047,14953,74033,48202,35119,64698,31081,59964,63240,62380,
营业成本(万元),68011,41990,16263,85089,59346,38552,14999,79522,53363,34877,12783,63750,41564,30530,55250,26294,52443,57050,55546,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),1074,721,318,1736,1258,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),402,278,155,473,362,239,110,540,363,222,89,374,82,77,115,48,117,160,652,
销售费用(万元),1345,1087,700,4246,2317,1087,731,3122,1891,1089,479,1919,1364,866,1625,994,1607,1797,1543,
管理费用(万元),4750,3143,1515,6548,5137,4331,2092,7308,5557,3573,1587,7363,4991,3361,7265,3397,5471,4380,4652,
财务费用(万元),-69,8,109,-313,-162,-38,4,327,39,37,28,42,48,26,420,313,-97,-150,-97,
资产减值损失(万元),,,163,1666,47,257,162,174,-10,250,-13,585,153,258,23,36,422,3,83,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),2010,1407,688,2745,1658,1221,720,816,71,3,31,141,69,56,209,171,286,23,28,
对联营企业和合营企业的投资收益(万元),7,5,3,8,5,3,0,-33,-33,9,9,14,12,-3,20,15,11,23,28,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),12440,7819,3506,15266,11248,7445,3345,14171,9510,5528,2501,11963,7848,5385,7284,4808,7895,8313,7959,
营业外收入(万元),54,54,,525,332,330,,246,433,373,20,367,133,115,1088,68,424,276,217,
营业外支出(万元),61,1,0,18,5,5,5,12,11,1,,8,8,1,7,,2,,,
非流动资产处置损失(万元),,,,,,,,,,,,,,,2,,2,,,
利润总额(万元),12433,7872,3506,15773,11575,7770,3340,14405,9932,5900,2521,12322,7974,5498,8365,4876,8318,8588,8176,
所得税费用(万元),1564,728,440,1994,1246,1394,631,2430,1640,935,439,1860,1313,848,1192,699,1303,1317,1240,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),10869,7145,3066,13779,10328,6376,2709,11974,8291,4965,2082,10462,6661,4650,7173,4177,7014,7271,6936,
归属于母公司所有者的净利润(万元),10808,7112,3041,13753,10213,6300,2673,11881,8202,4931,2072,10393,6603,4611,7216,4198,6990,7227,6888,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),61,32,25,26,115,76,37,93,89,34,10,69,58,39,-43,-21,24,44,47,
基本每股收益,0.72,0.47,0.2,0.91,0.68,0.42,0.18,0.95,0.68,0.44,0.18,0.92,0.59,0.41,0.64,0.37,0.62,0.64,0.61,
稀释每股收益,0.72,0.47,0.2,0.91,0.68,0.42,0.18,0.95,0.68,0.44,0.18,0.92,0.59,0.41,0.64,0.37,0.62,0.64,0.61,
