报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),121516,78717,38060,141226,101032,64747,27689,101535,72647,46662,21674,79095,56803,37490,64822,49113,50653,
营业收入(万元),121516,78717,38060,141226,101032,64747,27689,101535,72647,46662,21674,79095,56803,37490,64822,49113,50653,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),112116,74296,36663,134214,93891,60063,25864,90282,63593,40212,18415,68931,48759,32641,57519,47722,48849,
营业成本(万元),93034,61059,30185,108306,79239,51451,21926,76340,53920,33976,15677,57828,41876,27943,49624,39760,42876,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),1600,1057,453,4082,2484,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),373,256,137,589,413,303,186,565,389,265,138,646,343,261,207,61,83,
销售费用(万元),11651,7701,3219,13995,8453,4842,1612,6754,4558,3104,1366,5071,3047,2052,4476,3196,2371,
管理费用(万元),4512,3120,1486,5099,3510,3289,1270,5236,3576,2173,887,5418,3518,2471,3035,4247,2631,
财务费用(万元),945,1102,903,-246,-806,-136,702,1166,891,584,265,-66,87,3,-268,398,731,
资产减值损失(万元),,,280,2388,598,314,167,221,259,110,82,35,-112,-90,444,60,157,
公允价值变动收益(万元),-5,14,17,-27,-293,-205,278,13,-6,,,172,172,172,-332,39,120,
投资收益(万元),-332,-173,-60,-591,-132,173,89,13,3,1,,-181,-181,-181,104,150,10,
对联营企业和合营企业的投资收益(万元),-383,,,,-17,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),8568,4165,1546,6552,6820,4738,2195,11287,9158,6547,3259,10154,8035,4840,7076,1581,1934,
营业外收入(万元),63,55,27,309,30,19,7,54,45,40,91,308,204,94,414,212,237,
营业外支出(万元),65,23,19,71,7,7,7,248,164,164,,2,1,0,47,91,5,
非流动资产处置损失(万元),,,,,,,,,159,164,,2,0,0,45,89,3,
利润总额(万元),8565,4196,1554,6790,6843,4750,2196,11092,9039,6423,3350,10460,8237,4934,7443,1702,2166,
所得税费用(万元),2926,1927,516,636,1880,1391,572,2612,2303,1552,837,2618,2058,1342,2178,1092,768,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),5640,2270,1039,6154,4962,3359,1623,8481,6736,4871,2513,7842,6180,3592,5265,609,1398,
归属于母公司所有者的净利润(万元),4621,1611,684,5644,4199,2636,1262,7367,5937,4296,2212,6728,5502,3252,5569,906,1604,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),1019,659,354,509,763,723,362,1113,798,575,301,1115,678,340,-304,-297,-206,
基本每股收益,0.27,0.09,0.07,0.56,0.42,0.26,0.13,0.88,0.76,0.57,0.29,0.9,0.73,0.43,0.74,0.12,,
稀释每股收益,0.27,0.09,0.08,0.56,0.42,0.26,0.13,0.88,0.76,0.57,0.29,0.9,0.73,0.43,0.74,0.12,,
