报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),159924,84372,31090,118375,83031,52363,25054,98269,45206,94952,84408,68071,59623,49906,
营业收入(万元),159924,84372,31090,118375,83031,52363,25054,98269,45206,94952,84408,68071,59623,49906,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),104706,57392,24320,100405,70302,44620,20809,85345,40140,82235,71281,55253,47331,39731,
营业成本(万元),31531,17966,8829,33086,23876,15228,7664,26908,12959,28119,23018,17475,14203,11666,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),19268,13032,4482,16598,11357,7057,2995,13834,6636,15882,13010,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),752,453,86,925,561,431,116,799,324,616,478,309,312,326,
销售费用(万元),44867,21022,7349,33339,22787,14489,6436,26574,12635,26608,25199,18963,17125,15107,
管理费用(万元),8233,5165,3533,17213,12731,8027,3716,15393,6661,9388,9668,18526,15263,11842,
财务费用(万元),57,-246,43,-757,-1009,-613,-117,-76,278,260,-542,-599,-75,-78,
资产减值损失(万元),,,,,,,,1913,647,1362,449,579,505,868,
公允价值变动收益(万元),21,21,-10,20,1,1,,0,-3,4,2,0,-1,2,
投资收益(万元),1022,835,240,1368,434,363,132,208,119,454,26,-315,-767,-553,
对联营企业和合营企业的投资收益(万元),22,22,22,1041,363,363,132,208,117,452,26,-319,-768,-567,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),56173,28549,8066,21833,14597,9267,4516,28912,12111,17874,13144,12504,11524,9623,
营业外收入(万元),31,21,292,6,5,0,,128,19,31,2214,1194,1935,732,
营业外支出(万元),1061,663,168,158,62,38,3,12,2,50,87,268,30,35,
非流动资产处置损失(万元),,,,,,,,10,2,4,5,12,6,2,
利润总额(万元),55143,27907,8190,21681,14541,9229,4513,29029,12129,17855,15271,13429,13429,10320,
所得税费用(万元),8091,3176,1112,651,2013,666,535,-259,1158,2819,2123,2462,1583,2334,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),47052,24732,7077,21030,12528,8563,3978,29288,10971,15036,13148,10968,11846,7986,
归属于母公司所有者的净利润(万元),46670,24382,7044,20886,12504,8503,4025,29307,10910,15041,14819,12255,11846,7983,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),382,349,34,144,23,60,-46,-19,61,-5,-1671,-1287,,3,
基本每股收益,1.13,0.6,0.18,0.54,0.32,0.22,0.1,0.78,0.28,0.42,0.41,0.34,0.33,0.23,
稀释每股收益,1.13,0.6,,0.54,0.32,0.22,,0.78,0.28,0.42,0.41,0.34,0.33,0.23,
