报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),29591,19121,8872,40557,28882,20022,9273,37674,28064,18452,8445,33936,31207,27851,24911,
营业收入(万元),29591,19121,8872,40557,28882,20022,9273,37674,28064,18452,8445,33936,31207,27851,24911,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),26930,17647,8185,37166,26639,17877,8162,32868,24132,15941,7417,29040,27347,24483,21281,
营业成本(万元),20514,13556,6079,28204,19959,13663,6130,23920,17801,11690,5497,21337,20619,18243,15883,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),1004,578,322,1394,1081,,,,703,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),301,220,110,356,301,186,103,259,186,133,63,201,200,187,180,
销售费用(万元),3368,2189,1066,4732,3334,2181,1024,4860,3787,2413,1081,4130,3666,3086,2362,
管理费用(万元),1914,1216,543,2421,1616,1591,698,3131,1255,1340,620,2973,2297,2536,2142,
财务费用(万元),-171,-111,103,-187,259,107,174,655,292,292,142,313,512,383,561,
资产减值损失(万元),,,-37,246,88,150,33,42,107,73,14,88,52,48,154,
公允价值变动收益(万元),-107,-43,,,,,,,,,,,,,,
投资收益(万元),139,85,3,6,4,3,8,5,4,2,1,4,2,3,5,
对联营企业和合营企业的投资收益(万元),1,1,1,2,1,1,5,2,2,1,1,1,0,2,2,
汇兑收益(万元),,,,,453,,,,-156,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),2803,1616,794,3666,3034,2369,1333,5112,4078,2701,1201,4896,3902,3372,3635,
营业外收入(万元),4,1,,52,8,2,,15,15,4,3,76,210,107,28,
营业外支出(万元),3,3,0,13,14,,2,1,1,0,,27,37,36,68,
非流动资产处置损失(万元),,,,,,,,,,0,,,,0,28,
利润总额(万元),2804,1614,794,3705,3028,2370,1332,5126,4092,2705,1204,4945,4075,3443,3595,
所得税费用(万元),398,214,104,531,433,356,224,672,572,422,198,797,596,687,550,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),2406,1400,691,3174,2595,2014,1108,4454,3520,2283,1007,4148,3479,2756,3045,
归属于母公司所有者的净利润(万元),2403,1395,687,3184,2571,2024,1094,4452,3500,2267,998,4143,3486,2764,3038,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),2,5,4,-10,25,-11,13,2,20,16,9,4,-7,-7,6,
基本每股收益,0.24,0.14,0.11,0.53,0.44,0.37,0.22,0.91,0.72,0.46,0.2,0.85,0.71,0.57,0.63,
稀释每股收益,0.24,0.14,0.11,0.53,0.44,0.37,0.22,0.91,0.72,0.46,0.2,0.85,0.71,0.57,0.63,
