报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),46634,29302,12071,68412,57255,38954,19936,63303,33802,29752,14324,13433,41022,27867,16128,
营业收入(万元),46634,29302,12071,68412,57255,38954,19936,63303,33802,29752,14324,13433,41022,27867,16128,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),30207,18057,8347,45368,36949,24820,12835,41178,23100,23895,13199,12658,28036,18202,10909,
营业成本(万元),24842,15322,6671,35920,30178,20229,10205,33158,18834,19641,10268,9589,22327,14515,8736,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),2039,1262,650,2656,2132,1446,831,2515,1668,1344,971,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),501,321,119,767,521,402,126,666,412,416,63,17,303,133,109,
销售费用(万元),648,354,217,1155,1103,754,461,1232,708,530,450,513,1263,832,266,
管理费用(万元),2164,974,505,2216,1609,1056,518,2028,1218,1563,1306,2083,3823,2675,1508,
财务费用(万元),12,-176,-119,228,202,185,21,280,64,108,-10,-14,-112,2,89,
资产减值损失(万元),,,304,2427,1204,748,674,1299,196,292,150,471,433,46,201,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),1914,1223,34,70,66,43,21,34,19,87,156,96,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),17982,11260,4968,23388,20382,14182,7125,22169,10728,5943,1280,871,12985,9665,5219,
营业外收入(万元),0,,,,,,,19,,12,11,6,130,12,,
营业外支出(万元),2,0,1,20,,,,66,54,,9,8,102,167,65,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,
利润总额(万元),17980,11260,4967,23368,20382,14182,7125,22122,10674,5955,1282,868,13013,9511,5154,
所得税费用(万元),2795,1703,746,3287,3070,2136,1075,3185,1609,839,149,90,1966,1449,787,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),15186,9557,4221,20081,17312,12046,6050,18937,9065,5117,1133,778,11046,8061,4367,
归属于母公司所有者的净利润(万元),15186,9557,4221,20081,17312,12046,6050,18937,9065,5117,1133,778,11046,8061,4367,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
基本每股收益,0.86,0.76,0.34,2.13,1.83,1.28,0.64,2,0.96,0.54,0.12,0.08,1.17,0.89,0.49,
稀释每股收益,0.86,0.76,0.34,2.13,1.83,1.28,0.64,2,0.96,0.54,0.12,0.08,1.17,0.89,0.49,
