报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),80017,54367,23511,92343,70911,47631,20761,73667,37424,65206,52480,44563,
营业收入(万元),80017,54367,23511,92343,70911,47631,20761,73667,37424,65206,52480,44563,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),50438,32317,13539,67798,46744,31392,14595,60600,27537,51670,44220,32798,
营业成本(万元),35590,22002,8758,44965,32843,22434,10663,42151,19906,33082,26989,22653,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),2074,1329,590,2973,2261,1318,563,2281,,2298,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),816,666,283,1063,867,577,282,843,526,901,823,548,
销售费用(万元),5521,3700,1845,6997,4698,3034,1320,6124,2928,5882,5141,4395,
管理费用(万元),6461,4244,1999,7572,5290,3475,1795,6806,2857,6200,9072,3544,
财务费用(万元),-22,376,295,1170,785,553,291,1764,685,2442,1621,1235,
资产减值损失(万元),,,-230,3057,,,-319,630,636,866,574,424,
公允价值变动收益(万元),41,18,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,-5,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),28541,21214,10114,25853,23477,15404,6202,14049,9886,13536,8260,11760,
营业外收入(万元),200,200,,303,3,3,,746,803,530,1622,944,
营业外支出(万元),24,15,,29,17,15,0,36,5,2,29,3,
非流动资产处置损失(万元),,,,,,,,,5,,20,,
利润总额(万元),28717,21399,10114,26127,23463,15392,6202,14759,10684,14064,9853,12700,
所得税费用(万元),4985,3678,1645,4291,3993,2666,1052,2558,1544,2272,2276,1856,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),23732,17721,8470,21836,19470,12726,5149,12201,9140,11791,7576,10844,
归属于母公司所有者的净利润(万元),23732,17721,8470,21836,19470,12726,5149,12201,9140,11791,7576,10844,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,
基本每股收益,1.67,1.35,0.68,1.76,1.57,1.03,0.42,0.98,0.74,0.98,,,
稀释每股收益,1.67,1.35,0.68,1.76,1.57,1.03,0.42,0.98,0.74,0.98,,,
