报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),53402,36053,16889,68795,46851,29912,13105,62339,44091,31214,14849,56614,43328,28664,50094,27472,45277,35521,30007,
营业收入(万元),53402,36053,16889,68795,46851,29912,13105,62339,44091,31214,14849,56614,43328,28664,50094,27472,45277,35521,30007,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),41525,28693,13822,51669,34950,22266,10378,45208,31933,22585,10890,39758,30368,20385,36185,19792,34166,26204,22090,
营业成本(万元),33652,23452,11163,41433,27013,17432,7870,34717,23841,17494,8429,29784,23034,15559,26801,15038,25203,17989,15500,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),2258,1585,1062,2370,1925,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),454,303,115,601,421,280,98,578,427,267,129,300,225,149,253,135,325,328,415,
销售费用(万元),1616,932,587,2401,1927,1023,447,1435,1130,574,216,1284,752,524,1216,534,1130,1192,1140,
管理费用(万元),3606,2448,1232,4509,3447,3218,1616,7107,5065,3208,1581,6649,4907,3202,5492,2753,4453,4730,4299,
财务费用(万元),-62,-27,-4,153,150,66,50,855,1140,910,412,1735,1328,889,2419,1197,2454,1956,749,
资产减值损失(万元),,,-333,202,67,245,296,514,330,132,124,6,123,62,5,135,602,8,-13,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),13031,8339,3255,18200,12627,8015,2871,17884,12652,8630,3959,16856,13744,8279,13909,7680,11111,9317,7917,
营业外收入(万元),16,1,,26,152,151,13,231,9,345,175,1162,21,625,707,332,704,1130,530,
营业外支出(万元),38,32,32,43,49,28,6,37,37,30,26,70,63,58,51,42,30,29,126,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,33,,,41,
利润总额(万元),13010,8308,3223,18182,12730,8137,2877,18078,12623,8944,4108,17948,13701,8847,14565,7971,11785,10417,8321,
所得税费用(万元),2074,1254,525,2519,1923,1221,403,2603,1927,1366,639,2625,2123,1348,2079,1208,1731,1529,1176,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),10936,7053,2698,15664,10807,6916,2474,15475,10696,7578,3468,15323,11578,7499,12486,6762,10054,8888,7145,
归属于母公司所有者的净利润(万元),10940,7053,2698,15664,10807,6916,2474,15475,10696,7578,3468,15323,11578,7499,12486,6762,10054,8888,7145,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-4,,,,,,,,,,,,,,,,,,,
基本每股收益,1.01,0.65,0.25,1.45,1,0.64,0.23,1.64,1.19,0.94,0.43,1.89,1.43,0.93,1.54,0.83,1.24,1.1,0.88,
稀释每股收益,1.01,0.65,0.25,1.45,1,0.64,0.23,1.64,1.19,0.94,0.43,1.89,1.43,0.93,1.54,0.83,1.24,1.1,0.88,
