报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),92978,59408,29064,106545,74609,47884,24535,94817,68976,48045,25297,77086,54931,35571,18334,62359,45891,29832,15795,65078,61265,54962,50265,
营业收入(万元),92978,59408,29064,106545,74609,47884,24535,94817,68976,48045,25297,77086,54931,35571,18334,62359,45891,29832,15795,65078,61265,54962,50265,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),77710,49949,23695,88174,63496,40805,20022,79220,57226,39486,21155,66280,46877,30331,15605,54515,39874,25995,13576,58655,53352,48105,45058,
营业成本(万元),49717,31720,15039,57806,41298,27001,13812,53726,39281,27062,14928,45504,32644,21165,10830,39167,28682,18545,9739,43919,41566,38755,36803,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2452,1620,702,2036,1696,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),992,547,249,1211,969,590,319,1094,773,555,289,994,434,279,142,400,288,180,116,331,439,446,494,
销售费用(万元),21301,13967,6589,21633,15231,9291,4586,17564,12268,8704,4604,15558,10460,6605,3328,10384,7524,5013,2640,9850,7639,5605,3309,
管理费用(万元),3890,2446,1182,5221,3994,3790,1281,6640,4833,3152,1301,4163,3280,2169,1143,3815,2800,1902,873,3884,3267,2608,2111,
财务费用(万元),-641,-351,-91,170,265,172,62,119,44,-5,-16,-74,-53,91,117,718,568,388,202,684,395,467,1222,
资产减值损失(万元),,,,97,42,-40,-38,77,28,18,49,134,110,23,44,31,12,-33,6,-14,45,224,1119,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),461,429,334,1240,894,568,192,739,371,245,112,174,36,,,,,,,,,31,3,
对联营企业和合营企业的投资收益(万元),,,,,,,,-136,-136,-33,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),16121,10294,6065,28518,20703,16055,12976,16920,12270,8927,4255,10981,8090,5240,2729,7844,6016,3837,2219,6423,7913,6888,5211,
营业外收入(万元),159,80,21,104,47,39,17,390,319,225,359,1509,832,744,168,359,233,133,69,268,942,650,663,
营业外支出(万元),143,96,88,106,77,15,3,228,195,106,106,292,111,86,50,114,3,3,1,263,494,79,20,
非流动资产处置损失(万元),,,,,,,,,135,101,105,267,88,86,50,19,0,0,,252,451,58,5,
利润总额(万元),16137,10278,5998,28515,20673,16079,12991,17082,12394,9046,4508,12197,8811,5897,2846,8088,6246,3967,2287,6428,8362,7459,5854,
所得税费用(万元),2456,1547,945,4513,3278,2531,1996,2676,1937,1511,758,2188,1602,1075,505,1435,1145,721,386,1131,1315,1269,1149,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),13680,8731,5053,24002,17395,13548,10995,14406,10457,7535,3750,10009,7209,4822,2342,6653,5102,3246,1901,5297,7047,6189,4705,
归属于母公司所有者的净利润(万元),13680,8731,5053,24002,17395,13548,10995,14406,10457,7535,3750,10009,7209,4822,2342,6653,5102,3246,1901,5297,7047,6189,4705,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.3,0.19,0.15,0.74,0.53,0.42,0.34,0.45,0.33,0.24,0.23,0.67,0.52,0.38,0.2,0.55,0.43,0.27,0.16,0.44,0.59,0.52,,
稀释每股收益,0.29,0.18,0.15,0.72,0.53,0.42,0.34,0.45,0.33,0.24,0.23,0.67,0.52,0.38,0.2,0.55,0.43,0.27,0.16,0.44,0.59,0.52,,
