报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),122545,67404,27078,140773,93956,57416,21933,127090,96658,55641,125053,129812,101564,102055,144934,
营业收入(万元),122545,67404,27078,140773,93956,57416,21933,127090,96658,55641,125053,129812,101564,102055,144934,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),107156,60428,24908,124854,84638,53602,22334,110962,83871,51387,117831,122892,101322,100770,130543,
营业成本(万元),75163,40731,16054,84332,57040,35327,13434,68438,59424,32437,74241,78339,64566,68622,88509,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),24168,15946,7151,31008,21801,13570,6452,25498,18758,11287,24720,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),541,426,316,1253,1071,935,67,532,404,255,718,516,244,490,602,
销售费用(万元),2609,1602,651,3927,2809,1776,744,11833,2839,5343,10947,9939,7376,7533,12589,
管理费用(万元),5432,3317,1606,7757,5218,3514,1510,7161,5092,3169,6981,33307,26818,22931,23386,
财务费用(万元),-757,-1593,-869,-3423,-3301,-1519,128,-3488,-2647,-1193,-317,244,644,1304,-761,
资产减值损失(万元),,,,,,,,988,,89,540,548,1675,-110,6218,
公允价值变动收益(万元),298,,,179,,,,,,,,,,,,
投资收益(万元),466,263,33,682,284,235,,1037,809,559,9,,24,100,59,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),19095,9271,3658,20391,12156,5977,677,19540,13185,5239,10300,6920,266,1386,14451,
营业外收入(万元),160,154,21,645,744,724,43,255,174,21,550,1818,2218,3190,2758,
营业外支出(万元),102,101,100,242,159,102,13,13,11,9,32,24,16,12,54,
非流动资产处置损失(万元),,,,,,,,,,,,,,,31,
利润总额(万元),19153,9323,3579,20795,12742,6598,707,19781,13348,5251,10819,8714,2469,4563,17155,
所得税费用(万元),292,20,390,324,55,-2,,566,368,179,209,-196,-60,-953,388,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),18861,9303,3189,20471,12687,6601,707,19216,12981,5072,10610,8910,2529,5516,16767,
归属于母公司所有者的净利润(万元),18861,9303,3189,20471,12687,6601,707,19216,12981,5072,10610,8910,2529,5516,16767,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
基本每股收益,0.47,0.23,0.08,0.55,0.34,0.18,0.02,0.52,0.35,0.14,0.33,0.82,0.23,,,
稀释每股收益,0.47,0.23,0.08,0.55,0.34,0.18,0.02,0.52,0.35,0.14,0.33,0.82,0.23,,,
