报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2008-12-31,2007-12-31,
营业总收入(万元),280707,180339,84683,299244,215675,143459,63479,241358,184650,120349,60340,242943,175735,118853,64298,240578,236393,221566,209190,,,,
营业收入(万元),,,,,,,,,,,,,,,,,,,,184656,94010,79579,
利息收入(万元),425517,287411,137891,471298,341645,223537,105879,419458,308423,204067,100151,383727,277710,177545,91838,379497,384510,378605,383101,332246,159127,133552,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),9046,5675,2576,9641,7707,5894,3018,14062,11412,7954,4207,13705,9980,6615,3361,10172,5691,5046,4642,4387,1426,1046,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),554,261,142,664,431,246,79,955,641,373,94,847,562,459,142,845,2178,6582,6163,5967,1567,758,
营业总成本(万元),200527,129977,56360,214571,147361,101047,38699,169938,132608,86323,39735,176415,123252,85492,44329,169957,155080,104626,91354,,,,
营业成本(万元),,,,,,,,,,,,,,,,,,,,75871,35252,24266,
利息支出(万元),182086,122327,58994,199299,146650,96450,47417,206994,148888,101414,48230,185644,137191,86723,42214,179529,174707,185241,194351,162696,69868,56585,
手续费及佣金支出(万元),8796,5216,2395,6345,2393,1019,454,2680,1623,1064,465,1195,850,549,281,950,787,553,315,158,74,95,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,53,53,,59,63,207,69,96,83,,
营业税金及附加(万元),1644,1056,648,2063,1497,896,421,1808,1271,823,309,4816,3887,3611,2574,10017,10353,9679,8572,7435,3961,3460,
销售费用(万元),92670,56717,30321,106024,79077,53778,23867,87688,64835,42899,23044,90486,67870,44481,23176,84686,77284,64237,55510,50775,23837,18880,
管理费用(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值损失(万元),,,,106484,66786,46373,14412,80442,66502,42600,16382,81113,51441,37347,18579,75195,67379,30504,27204,17566,7371,1925,
公允价值变动收益(万元),-3803,-3389,-2600,1126,220,1340,-146,358,784,61,258,-1005,-268,-557,-423,376,577,-59,-242,,,,
投资收益(万元),34860,13085,6285,20838,14151,9588,2458,15121,12922,9841,4048,31036,24917,21456,11651,28819,17786,16324,9118,3936,963,141,
对联营企业和合营企业的投资收益(万元),7178,5475,1950,9872,6778,5390,1950,8650,6688,4356,1089,9602,6022,4391,1095,9777,8888,11006,6765,3880,,,
汇兑收益(万元),1093,677,229,1383,629,339,63,816,977,531,278,1472,874,607,224,1348,1146,860,1072,974,868,762,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),80180,50361,28323,85303,68434,42412,24780,71762,52293,34278,20605,66528,52894,33361,19969,70621,81313,116940,117835,108785,58758,55313,
营业外收入(万元),219,99,11,528,307,297,285,3268,3194,88,278,2537,15,378,316,911,570,4249,3695,1780,472,409,
营业外支出(万元),160,133,77,432,164,141,24,256,143,129,41,225,182,62,60,200,476,430,298,247,130,72,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,,,,,,
利润总额(万元),80240,50328,28257,85400,68577,42567,25041,74775,55344,34237,20842,68840,52726,33677,20225,71332,81407,120759,121232,110318,59100,55650,
所得税费用(万元),7073,2193,2265,3625,3965,1316,2137,-654,-574,-996,408,-741,258,-248,736,3223,9278,17555,19635,18053,9052,8859,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),73167,48135,25992,81774,64612,41252,22904,75429,55919,35233,20434,69580,52469,33925,19489,68108,72129,103204,101597,92265,50048,46791,
归属于母公司所有者的净利润(万元),73259,47358,26007,83512,64261,41156,22842,76310,55728,35175,20373,68947,51577,33323,19198,67301,73100,100260,99025,90888,50126,46791,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-92,777,-15,-1738,351,96,62,-881,191,59,61,633,892,602,291,807,-970,2944,2572,1377,-78,,
基本每股收益,0.41,0.26,0.14,0.46,0.36,0.23,0.13,0.43,0.31,0.2,0.12,0.42,0.32,0.2,0.12,0.41,0.45,0.62,0.61,0.56,0.92,1,
稀释每股收益,0.35,0.23,0.13,0.46,0.36,0.23,0.13,0.43,0.31,0.2,0.12,0.42,0.32,0.2,0.12,0.41,0.45,0.62,0.61,0.56,0.92,1,
