报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),35012,23209,11773,52105,39813,29163,15169,61594,43355,28131,15175,64811,28738,51215,43328,37214,
营业收入(万元),35012,23209,11773,52105,39813,29163,15169,61594,43355,28131,15175,64811,28738,51215,43328,37214,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),33950,22429,11031,47123,34741,25228,12855,50916,35734,23334,12658,54427,23803,44681,37747,32787,
营业成本(万元),28355,18631,9121,37343,27997,20318,10494,39281,27635,18076,10081,42146,18701,35503,30284,26265,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),1496,998,464,2297,1614,,,,1869,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),313,264,176,622,422,379,192,832,504,369,131,804,238,416,270,264,
销售费用(万元),1170,719,376,1582,1217,791,474,2109,1488,1092,511,1924,760,1332,1338,1034,
管理费用(万元),2081,1407,685,4015,2984,3159,1561,6274,2500,2766,1339,6819,3193,5377,4141,3887,
财务费用(万元),535,410,230,672,610,531,135,1932,1513,1013,596,2006,1024,1856,1544,1283,
资产减值损失(万元),,,-20,592,-102,51,,490,226,18,,729,-115,197,170,53,
公允价值变动收益(万元),422,291,,,92,6,-113,-19,,,,,,,,,
投资收益(万元),125,96,182,1067,863,555,161,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),1619,1184,961,7173,6437,4626,2383,11348,7621,4796,2517,10384,4936,6534,5581,4427,
营业外收入(万元),1,1,1,414,305,305,3,415,228,191,123,611,316,794,654,418,
营业外支出(万元),0,,0,3,2,0,0,18,17,7,4,267,217,91,19,3,
非流动资产处置损失(万元),,,,,,,,,,3,,26,,90,19,2,
利润总额(万元),1620,1186,962,7584,6740,4932,2386,11745,7832,4981,2636,10728,5034,7238,6215,4842,
所得税费用(万元),134,99,108,916,911,677,352,1642,1063,687,372,1452,686,941,813,624,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),1486,1087,854,6669,5830,4255,2034,10103,6769,4294,2264,9276,4348,6297,5403,4218,
归属于母公司所有者的净利润(万元),1486,1087,854,6669,5830,4255,2034,10103,6769,4294,2264,9276,4348,6297,5403,4218,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,0.09,0.07,0.05,0.43,0.37,0.28,0.14,0.84,0.56,0.36,0.19,0.77,0.36,0.52,0.45,0.35,
稀释每股收益,0.09,0.07,0.05,0.43,0.37,0.28,0.14,0.84,0.56,0.36,0.19,0.77,0.36,0.52,0.45,0.35,
