报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),102456,59883,12440,164982,118732,82672,36362,168441,123941,88903,158414,124973,94505,
营业收入(万元),102456,59883,12440,164982,118732,82672,36362,168441,123941,88903,158414,124973,94505,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),89666,54476,15658,136351,94337,64287,28404,135521,98485,68729,129674,93711,67132,
营业成本(万元),54288,32036,6476,84015,59713,41534,17772,85132,61333,43215,82776,63186,48878,
利息支出(万元),,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),4892,2897,1098,7704,5730,3523,1516,10531,8348,5766,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),863,596,148,1589,954,810,414,1730,1172,959,1532,1182,892,
销售费用(万元),23565,14722,5559,35702,23095,15368,7084,31819,23176,15415,27259,17761,11091,
管理费用(万元),8142,5634,3043,8596,5728,3700,1840,7341,5307,3640,17914,11784,6827,
财务费用(万元),-2085,-1407,-667,-1255,-883,-649,-222,-1032,-851,-527,-282,-581,-982,
资产减值损失(万元),,,,,,,,,,261,475,378,426,
公允价值变动收益(万元),,,,,,,,,,,,,,
投资收益(万元),911,236,,793,799,799,527,238,91,91,3132,647,1598,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),14818,5991,-3223,30671,26330,18684,8104,34480,27377,20504,32269,31822,28971,
营业外收入(万元),68,34,7,543,455,110,18,148,145,124,42,305,349,
营业外支出(万元),234,162,32,145,169,37,10,127,147,110,225,210,504,
非流动资产处置损失(万元),,,,,,,,,,8,22,6,3,
利润总额(万元),14651,5863,-3249,31070,26615,18757,8111,34500,27375,20518,32087,31917,28816,
所得税费用(万元),1964,657,,3948,3580,2426,1041,4407,3477,2708,4702,5103,4299,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),12687,5206,-3249,27122,23036,16331,7070,30093,23898,17810,27385,26814,24517,
归属于母公司所有者的净利润(万元),12668,5277,-3091,26763,22981,16219,7262,30210,23949,17685,27045,26832,24517,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,
少数股东损益(万元),19,-71,-158,359,54,112,-191,-117,-51,125,340,-18,,
基本每股收益,0.32,0.13,-0.08,0.74,0.64,0.45,0.2,0.84,0.67,0.49,0.75,,,
稀释每股收益,0.32,0.13,-0.08,0.74,0.64,0.45,0.2,0.84,0.67,0.49,0.75,,,
