报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),265193,166005,77351,239365,161046,103069,38410,149445,102360,63092,25914,115419,79522,50987,20337,81295,63452,53018,72200,76474,51841,36485,
营业收入(万元),265193,166005,77351,239365,161046,103069,38410,149445,102360,63092,25914,115419,79522,50987,20337,81295,63452,53018,72200,76474,51841,36485,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,0,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,0,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,0,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),237927,150266,71360,217821,146278,94480,35876,134982,91778,56818,24042,100504,68688,45737,18889,75823,60405,51319,64729,64280,47250,29911,
营业成本(万元),198886,124768,58361,168787,112895,73012,27112,102621,70378,43586,17990,76445,52376,34545,14172,57708,47298,39325,52710,56175,38735,26873,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,0,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,0,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),22626,14837,6746,25189,18289,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,0,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,0,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,0,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,0,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,0,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1324,943,413,1253,909,623,231,1104,610,365,186,597,400,277,134,447,279,292,594,279,56,40,
销售费用(万元),9788,6297,3059,12077,8362,5178,2164,8141,5922,3370,1503,6749,4423,3122,1178,4749,2976,2904,3330,2253,988,531,
管理费用(万元),4933,3216,1483,6856,23332,14781,6303,21823,14147,9264,4451,15552,10721,7218,3396,11846,9382,8750,8067,6081,7861,2151,
财务费用(万元),369,204,316,-245,-335,-147,145,325,295,185,112,705,430,247,-82,293,63,-88,-172,-842,-243,-132,
资产减值损失(万元),,,983,3904,1114,1033,-79,969,426,48,-198,457,337,329,92,779,406,136,200,335,-147,448,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,19,
投资收益(万元),936,779,361,2018,1394,942,648,1305,781,301,140,655,511,380,102,819,670,641,876,,-93,177,
对联营企业和合营企业的投资收益(万元),109,171,103,108,-32,-54,3,5,,,,,,,,92,6,-116,,,,0,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,0,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),28936,16921,6734,26645,18242,11145,4125,17110,12478,7228,2012,15570,11346,5630,1549,6291,3717,2340,8348,12193,4497,6771,
营业外收入(万元),170,84,47,196,24,11,5,171,97,54,456,1688,753,512,327,578,391,452,204,283,131,193,
营业外支出(万元),47,18,5,149,123,79,65,38,151,139,40,68,37,27,22,93,22,24,14,12,12,62,
非流动资产处置损失(万元),,,,,,,,,134,132,35,61,4,24,22,75,5,5,7,3,8,0,
利润总额(万元),29059,16986,6776,26693,18143,11077,4064,17243,12424,7142,2428,17190,12062,6116,1854,6777,4086,2768,8538,12464,4616,6902,
所得税费用(万元),1410,639,928,935,475,931,367,1644,1122,601,331,2110,1425,543,266,268,50,17,903,1849,759,570,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),27649,16347,5848,25757,17668,10146,3698,15599,11302,6541,2096,15081,10637,5572,1587,6509,4036,2751,7634,10615,3858,6332,
归属于母公司所有者的净利润(万元),27590,16163,5809,20210,12257,6516,2434,11705,8428,4641,1516,10968,7860,4317,1282,5658,3769,2365,7407,10535,4030,6408,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),60,184,39,5547,5412,3630,1264,3894,2874,1900,581,4113,2777,1255,306,851,267,386,227,81,-173,-76,
基本每股收益,0.59,0.35,0.19,0.72,0.45,0.24,0.13,0.69,0.5,0.28,0.1,0.82,0.59,0.32,0.1,0.42,0.28,0.18,0.56,0.79,0.33,0,
稀释每股收益,0.59,0.35,0.19,0.72,0.45,0.24,0.13,0.69,0.5,0.28,0.1,0.82,0.59,0.32,0.1,0.42,0.28,0.18,0.56,0.79,0.33,0,
