报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),712606,455059,1004637,736929,481388,960352,955027,767693,
营业收入(万元),712606,455059,1004637,736929,481388,960352,955027,767693,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),578284,371217,811620,593720,386672,761553,761766,632360,
营业成本(万元),483391,313107,662650,487511,316886,608051,595221,491147,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),3936,2375,6119,3825,2353,6139,4870,2581,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),5681,3477,7496,5512,3627,7857,9071,6409,
销售费用(万元),40683,27752,58796,43967,29251,57760,52653,50055,
管理费用(万元),42369,22757,70286,47612,30921,64703,65401,43672,
财务费用(万元),2224,1748,6273,5294,3633,13345,20624,33820,
资产减值损失(万元),,,,,,3697,13924,4676,
公允价值变动收益(万元),469,2,,,,,,,
投资收益(万元),114,114,-0,-0,-0,25,132,597,
对联营企业和合营企业的投资收益(万元),0,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),136428,84110,195206,144896,95121,201230,196200,135909,
营业外收入(万元),1117,1020,1112,612,504,1303,457,3255,
营业外支出(万元),97,47,134,73,73,1007,22354,1598,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),137448,85082,196184,145435,95552,201526,174304,137566,
所得税费用(万元),20431,12560,30136,22431,14881,29956,26797,22845,
未确认投资损失(万元),,,,,,,,,
净利润(万元),117016,72522,166048,123003,80671,171570,147507,114722,
归属于母公司所有者的净利润(万元),117016,72522,166048,123003,80671,171570,147507,113819,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,,,,,,,903,
基本每股收益,0.36,0.22,0.51,0.38,0.25,0.53,0.46,0.35,
稀释每股收益,0.36,0.22,0.51,0.38,0.25,0.53,0.46,0.35,
