报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),132016,88318,53630,184663,130570,80729,54184,133028,79543,46970,26257,99868,67057,42418,27594,101900,66209,39541,23487,88838,77303,48336,30235,
营业收入(万元),132016,88318,53630,184663,130570,80729,54184,133028,79543,46970,26257,99868,67057,42418,27594,101900,66209,39541,23487,88838,77303,48336,30235,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),124037,79076,41395,180694,130755,87152,44193,122371,72596,43690,21628,90547,64682,41631,22591,90606,66012,41354,21602,80476,70354,43072,24930,
营业成本(万元),108854,69197,36346,158312,114680,76411,39066,106618,62144,35931,17597,76831,54183,34560,18181,74166,53077,33409,16114,64396,55943,31658,19336,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),834,562,293,1143,822,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1075,717,348,1606,1005,712,360,952,638,392,200,632,18,16,11,50,36,27,16,59,69,100,63,
销售费用(万元),1427,949,497,1865,1454,1002,496,2122,1644,1106,562,1786,1291,852,464,2352,1766,1153,583,2689,3070,3087,1215,
管理费用(万元),6552,4159,2075,9844,7301,5623,2579,8513,5509,4227,2234,6991,5720,3831,1941,8154,6294,4019,2188,7792,6646,5518,3072,
财务费用(万元),5294,3492,1836,7481,5529,3440,1692,4061,2656,2019,922,4243,3177,1962,1065,5564,4288,2747,1439,5428,4597,2628,1169,
资产减值损失(万元),,,0,441,-36,-36,,105,4,14,113,64,293,411,929,320,552,-1,1262,112,29,80,76,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),55,55,,,,,,77,38,38,38,200,130,12,,,,,,,2,,455,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,403,
汇兑收益(万元),,,,,,,-2,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),8719,9796,12451,13780,9784,-860,11198,12353,6986,3319,4668,9521,2504,799,5003,11294,197,-1813,1886,8362,6950,5263,5761,
营业外收入(万元),1528,1476,1426,4975,4062,4045,22,194,1525,900,279,1672,930,683,318,1848,1489,834,418,2106,1725,1643,977,
营业外支出(万元),135,77,24,4565,151,78,21,827,128,69,53,412,193,150,55,266,96,72,13,275,121,105,9,
非流动资产处置损失(万元),,,,,,,,,26,16,8,266,103,87,40,200,76,62,2,188,68,64,7,
利润总额(万元),10112,11195,13852,14190,13695,3106,11199,11720,8383,4150,4895,10780,3242,1331,5267,12876,1590,-1051,2291,10193,8554,6801,6729,
所得税费用(万元),-157,-32,39,1713,1624,979,-11,-490,140,106,35,138,60,36,-14,352,284,134,73,467,660,-162,-111,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),10270,11227,13812,12477,12071,2127,11210,12209,8243,4044,4859,10642,3181,1295,5281,12524,1306,-1185,2219,9726,7894,6964,6840,
归属于母公司所有者的净利润(万元),10995,11558,13621,15146,13375,3119,11214,12241,8239,4030,4828,10481,3091,1240,5218,12335,1221,-1226,2174,9545,7866,7233,6685,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-726,-332,191,-2669,-1304,-992,-4,-31,4,14,31,162,91,55,62,189,85,41,45,181,28,-270,155,
基本每股收益,0.26,0.27,0.31,0.35,0.31,0.07,0.49,0.61,0.37,0.18,0.32,0.76,0.23,0.1,0.46,1.1,0.11,-0.11,0.19,0.85,0.7,0.64,0.59,
稀释每股收益,0.26,0.27,0.31,0.35,0.31,0.07,0.49,0.61,0.37,0.18,0.32,0.76,0.23,0.1,0.46,1.1,0.11,-0.11,0.19,0.85,0.7,0.64,0.59,
