报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),174563,114928,60612,200007,145156,95324,39458,146120,102321,63962,23092,132664,99126,62882,28315,161552,160728,163480,143319,163890,
营业收入(万元),174563,114928,60612,200007,145156,95324,39458,146120,102321,63962,23092,132664,99126,62882,28315,161552,160728,163480,143319,163890,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),147186,98524,52232,178763,129175,85320,36361,134314,93523,58749,22233,119551,89673,57742,28648,146284,143809,141803,134239,152905,
营业成本(万元),132543,88667,47606,158916,116220,76507,33140,118204,82668,51343,19685,104659,78533,50196,25390,127102,122118,123905,115290,134249,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3118,2210,1056,3936,2780,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),931,701,534,1182,812,566,268,646,449,317,123,1036,710,549,320,994,507,692,548,416,
销售费用(万元),4826,3067,917,7075,4353,2526,605,4221,2771,1816,428,3950,2820,1658,529,5727,5774,4715,4413,4448,
管理费用(万元),5389,3483,1962,7384,4921,4958,2346,8758,6382,4262,2098,8161,5745,3791,1996,8580,9983,8358,8657,9433,
财务费用(万元),378,396,157,-187,-527,151,29,473,108,-133,-102,848,821,669,412,2479,3399,3666,3970,3298,
资产减值损失(万元),,,,457,616,612,-26,2014,1144,1144,,897,1044,879,,1402,2027,466,1360,1061,
公允价值变动收益(万元),,,,38,38,38,,-44,,,,6,,,,,,,,,
投资收益(万元),1715,1269,737,1617,716,504,566,952,329,77,77,21,21,,,75,,,-1534,678,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),28763,17188,9288,23572,17226,10864,3820,14702,10067,6073,936,13141,9474,5140,-333,15343,16919,21677,7546,11663,
营业外收入(万元),140,140,51,172,104,51,,412,1177,1063,216,1400,1207,640,218,743,755,1056,5761,1705,
营业外支出(万元),334,4,0,663,660,199,119,451,631,313,207,276,224,127,126,223,433,995,426,478,
非流动资产处置损失(万元),,,,,,,,,269,256,,77,67,52,,107,99,582,,,
利润总额(万元),28568,17323,9339,23081,16671,10716,3702,14664,10613,6822,944,14265,10457,5653,-241,15864,17241,21738,12881,12890,
所得税费用(万元),3839,2284,1285,3167,2210,1520,466,1881,1327,872,69,2016,1529,815,10,2283,2553,3332,1202,2694,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),24729,15039,8054,19913,14461,9195,3236,12783,9287,5951,875,12248,8928,4838,-251,13580,14688,18406,11679,10196,
归属于母公司所有者的净利润(万元),24729,15039,8054,19913,14461,9195,3236,12783,9287,5951,875,12248,8928,4838,-251,13580,14688,18406,11679,10911,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,-715,
基本每股收益,0.87,0.53,0.4,0.99,0.71,0.46,0.16,0.63,0.46,0.29,0.04,0.79,0.59,0.32,-0.02,0.9,0.97,1.21,0.77,1.26,
稀释每股收益,0.87,0.53,0.4,0.98,0.71,0.46,0.16,0.63,0.46,0.29,0.04,0.79,0.59,0.32,-0.02,0.9,0.97,1.21,0.77,1.26,
