报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),291591,205225,113569,415150,322670,205062,107010,278662,211539,138204,71834,185713,142459,96757,52242,159162,126810,172317,136562,154521,103280,134796,
营业收入(万元),291591,205225,113569,415150,322670,205062,107010,278662,211539,138204,71834,185713,142459,96757,52242,159162,126810,172317,136562,154521,103280,134796,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),260134,185219,105457,367785,278372,181430,95491,245446,186938,123685,63436,163149,125419,85554,46952,142111,112389,153943,120632,137880,98216,126763,
营业成本(万元),210784,149981,84007,298574,231525,148804,78428,193021,148522,97186,50147,127524,98408,67212,37230,111447,89995,123477,97881,109599,76574,103575,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),15148,10550,5649,20490,15401,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),2151,1573,1018,2510,1953,1465,709,2177,1665,1222,556,1478,793,556,368,1085,697,963,677,750,569,468,
销售费用(万元),16423,11092,5823,22002,14936,9704,4487,16174,11651,7474,2954,11794,8316,5321,2275,9842,6712,8719,6325,7343,6020,6328,
管理费用(万元),15695,11426,6242,23560,15983,20769,9784,30677,20932,13899,7494,22148,16102,10568,6206,19935,14202,19820,14992,17758,12513,13626,
财务费用(万元),-67,598,999,-1608,-3317,-875,352,1393,1843,1214,162,-1561,-551,-533,125,-981,-519,603,251,1853,1669,2459,
资产减值损失(万元),,,1720,2258,1890,1563,1731,2003,2325,2690,2122,1766,2350,2430,748,782,1302,360,507,576,872,306,
公允价值变动收益(万元),-6179,-507,2437,-5526,-6470,-2249,,-41,103,37,,-31,-144,-181,,166,191,-710,-706,565,15,108,
投资收益(万元),1989,1392,502,5582,3520,3285,1143,2296,1455,350,99,124,-3,15,8,111,104,836,883,1032,191,193,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),30212,22902,14063,51484,44007,26513,13397,38339,27871,16470,8497,22658,16894,11038,5299,17329,14716,18501,16107,18238,5270,8335,
营业外收入(万元),148,78,7,113,171,82,38,561,216,203,788,2815,2058,1098,932,2525,2008,4688,1915,1941,742,223,
营业外支出(万元),183,139,7,143,176,47,6,1282,281,244,1,351,628,489,66,426,348,559,339,260,278,333,
非流动资产处置损失(万元),,,,,,7,,,6,4,0,102,79,14,7,201,193,319,166,29,135,95,
利润总额(万元),30177,22841,14063,51454,44002,26548,13429,37619,27805,16430,9284,25121,18324,11647,6165,19428,16376,22630,17683,19920,5734,8225,
所得税费用(万元),4585,3458,2111,5921,6924,4547,1757,5228,4392,2461,1149,3039,2311,1850,860,2492,3342,3068,2845,2493,555,1256,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),25592,19383,11952,45533,37078,22001,11672,32391,23413,13969,8136,22082,16014,9796,5305,16936,13034,19563,14838,17426,5179,6968,
归属于母公司所有者的净利润(万元),25265,19161,11775,45425,37077,22001,11672,32405,23428,13983,8138,22042,15984,9760,5303,17006,13092,19456,14711,17097,5041,7150,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,73,
少数股东损益(万元),327,223,177,108,1,,,-15,-15,-15,-2,41,30,36,2,-70,-57,107,127,330,138,-182,
基本每股收益,0.57,0.43,0.38,1.49,1.21,0.72,0.56,1.6,1.17,0.71,0.39,1.42,1.03,0.63,0.34,1.1,0.84,1.26,0.95,1.1,0.33,0.46,
稀释每股收益,0.57,0.43,0.38,1.49,1.21,0.72,0.56,1.6,1.17,0.71,0.39,1.42,1.03,0.63,0.34,1.1,0.84,1.26,0.95,1.1,0.33,0.46,
