报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),103008,54696,16806,88231,58470,29613,14292,92229,69029,41476,23029,70916,54433,45418,21043,9453,
营业收入(万元),103008,54696,16806,88231,58470,29613,14292,92229,69029,41476,23029,70916,54433,45418,21043,9453,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),84860,46511,17183,85269,56059,30571,14187,74510,55305,32605,17263,53921,39732,31315,17516,9186,
营业成本(万元),62857,32409,10721,61590,41904,21526,9575,55113,41079,24421,13774,37999,29170,21631,13398,6221,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),10335,6750,2834,9426,6482,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),882,431,175,864,483,340,218,1046,783,627,285,549,232,505,113,119,
销售费用(万元),1972,1167,481,2298,1607,980,519,2596,1968,1288,729,2736,1503,677,286,232,
管理费用(万元),9440,5535,2275,7716,5054,7650,3609,11873,8341,5112,2217,12114,7872,7816,3155,2220,
财务费用(万元),-626,220,651,-278,-496,40,542,1844,1491,808,240,-727,-88,50,287,181,
资产减值损失(万元),,,46,3654,1026,35,-276,2037,1644,489,17,1248,1042,635,277,212,
公允价值变动收益(万元),-1411,-595,278,132,-420,-583,94,54,17,78,,,,,,,
投资收益(万元),473,803,341,629,627,701,311,346,188,61,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),12694,5879,315,4062,2799,-720,560,17460,13929,8871,5797,16995,14701,14103,3527,267,
营业外收入(万元),106,35,13,120,54,29,20,915,893,189,43,2256,1927,242,255,293,
营业外支出(万元),806,455,336,699,472,375,235,410,1004,133,13,367,266,94,4,2,
非流动资产处置损失(万元),,,,,,,,,827,16,,59,9,10,3,1,
利润总额(万元),11994,5459,-8,3483,2381,-1066,345,17966,13818,8927,5827,18884,16362,14250,3778,558,
所得税费用(万元),1751,563,144,-236,520,0,91,2451,2057,1252,971,2729,2478,2280,517,9,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),10243,4897,-151,3719,1861,-1066,254,15515,11761,7675,4855,16155,13885,11970,3260,549,
归属于母公司所有者的净利润(万元),10243,4897,-151,3719,1861,-1066,254,15515,11761,7675,4855,16155,13885,11970,3260,549,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,1.16,0.56,-0.02,0.42,0.21,-0.12,0.03,2.23,1.78,1.16,0.74,2.45,2.1,1.81,,,
稀释每股收益,1.16,0.56,-0.02,0.42,0.21,-0.12,0.03,2.23,1.78,1.16,0.74,2.45,2.1,1.81,,,
