报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),69844,43298,20549,101385,76159,52349,24917,101301,77500,63470,
营业收入(万元),69844,43298,20549,101385,76159,52349,24917,101301,77500,63470,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),60118,36272,17554,84016,62203,42319,21005,80729,66575,53353,
营业成本(万元),48858,30375,14650,68787,51178,35008,17263,65458,53722,43047,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),2260,1252,685,3507,2546,1439,635,3467,2152,2060,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),739,524,221,1051,810,517,280,1050,1001,754,
销售费用(万元),3663,2274,1207,5852,4248,2970,1413,5237,4605,3978,
管理费用(万元),3867,1693,876,4197,3106,1901,1096,4288,3549,3682,
财务费用(万元),732,154,-85,622,315,492,318,661,919,-12,
资产减值损失(万元),,,,,,,,568,627,-156,
公允价值变动收益(万元),49,-53,-18,140,72,81,,-10,149,648,
投资收益(万元),123,97,33,-212,-210,-228,4,39,-62,-1388,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),11797,8689,4052,18544,13813,9873,3864,20924,11108,9377,
营业外收入(万元),5,5,3,5,4,1,0,118,0,81,
营业外支出(万元),738,645,665,60,59,49,46,209,527,621,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),11064,8048,3390,18490,13757,9825,3818,20833,10581,8838,
所得税费用(万元),1295,1123,455,2825,2263,1798,757,3485,2039,1739,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),9769,6925,2935,15665,11494,8026,3061,17348,8543,7099,
归属于母公司所有者的净利润(万元),9769,6925,2935,15665,11494,8026,3061,17374,9252,7684,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,-26,-709,-586,
基本每股收益,0.38,0.28,0.12,0.63,0.46,0.32,0.12,0.7,0.37,,
稀释每股收益,0.38,0.28,0.12,0.63,0.46,0.32,0.12,0.7,0.37,,
