报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),279151,155859,64164,322445,206267,117835,52785,247247,155308,90363,37671,175005,131876,94959,
营业收入(万元),279151,155859,64164,322445,206267,117835,52785,247247,155308,90363,37671,175005,131876,94959,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),272455,167043,79026,291929,197624,119577,56564,206497,141304,86401,40412,164578,106572,79798,
营业成本(万元),78614,44309,19272,86017,54741,30217,14036,60587,38516,21261,8506,37348,25322,14920,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),78437,50089,24030,77903,53360,,,,35624,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),2953,1872,959,4331,2880,1638,825,3499,2131,1308,509,2545,2014,1559,
销售费用(万元),108882,68558,34048,117098,81452,51394,24827,86794,60951,38648,19315,76590,47621,38360,
管理费用(万元),12677,7963,3352,12988,9105,38388,17765,58690,6573,26683,12957,51316,35075,27420,
财务费用(万元),-9108,-5749,-2671,-7731,-4685,-2605,-1149,-4238,-3086,-1881,-976,-3960,-4282,-3054,
资产减值损失(万元),,,,1323,771,546,259,1166,596,382,102,738,822,593,
公允价值变动收益(万元),-100,-100,52,64,,,,,,,,,,,
投资收益(万元),2171,1858,1109,1937,971,724,527,675,511,294,190,593,299,334,
对联营企业和合营企业的投资收益(万元),-232,-98,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),31738,7345,-3489,61420,30784,12431,4998,63660,31072,11847,726,11020,25603,15495,
营业外收入(万元),430,135,75,507,620,445,127,610,169,117,1587,19731,12952,11357,
营业外支出(万元),202,94,31,129,68,31,27,165,60,41,17,224,134,61,
非流动资产处置损失(万元),,,,,,,1,124,,,16,87,112,42,
利润总额(万元),31966,7386,-3445,61799,31336,12844,5099,64105,31182,11923,2296,30527,38420,26791,
所得税费用(万元),693,701,62,1471,55,358,179,6753,3900,864,487,4771,5415,3506,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),31273,6685,-3507,60328,31280,12486,4919,57352,27282,11059,1809,25756,33004,23285,
归属于母公司所有者的净利润(万元),31273,6685,-3507,60328,31280,12486,4919,57352,27282,11059,1809,25756,33004,23285,
被合并方在合并前实现净利润(万元),,,,,,,,882,,,,2488,16537,,
少数股东损益(万元),,,,,,,,,,,,,,,
基本每股收益,0.78,0.17,-0.09,1.55,0.82,0.34,0.14,1.59,0.76,0.31,0.05,0.73,0.95,0.67,
稀释每股收益,0.78,0.17,-0.09,1.55,0.82,0.34,0.14,1.59,0.76,0.31,0.05,0.73,0.95,0.67,
