报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),20171,12307,23752,16573,20877,15722,13139,12259,
营业收入(万元),20171,12307,23752,16573,20877,15722,13139,12259,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),13562,8163,15914,11137,14387,12002,10153,9601,
营业成本(万元),9977,6112,11760,8265,10378,8175,6955,6600,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),724,458,768,538,,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),207,137,343,251,321,213,133,126,
销售费用(万元),1288,798,1603,1136,1504,1382,1169,1012,
管理费用(万元),1546,740,1461,990,2219,2210,1935,1840,
财务费用(万元),-180,-90,-76,-44,-44,-2,-3,17,
资产减值损失(万元),,,55,,8,23,-35,6,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),24,,11,11,0,80,29,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),6577,4187,7871,5287,6490,3800,3014,2658,
营业外收入(万元),35,30,255,18,62,5,8,21,
营业外支出(万元),19,,0,0,3,1,25,5,
非流动资产处置损失(万元),,,,,,,25,,
利润总额(万元),6593,4217,8125,5305,6549,3803,2997,2673,
所得税费用(万元),1033,634,1144,799,945,545,426,431,
未确认投资损失(万元),,,,,,,,,
净利润(万元),5560,3582,6981,4505,5604,3259,2571,2242,
归属于母公司所有者的净利润(万元),5560,3582,6981,4505,5604,3260,2608,2288,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,,,,,-1,-37,-46,
基本每股收益,0.72,0.48,0.94,0.61,0.76,0.44,0.35,0.31,
稀释每股收益,0.72,0.48,0.94,0.61,0.76,0.44,0.35,0.31,
