报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
营业总收入(万元),19761,13055,7496,63056,34334,20971,10312,67512,52401,35183,14474,64807,32612,62116,29117,13502,39763,20040,37552,30399,
营业收入(万元),19761,13055,7496,63056,34334,20971,10312,67512,52401,35183,14474,64807,32612,62116,29117,13502,39763,20040,37552,30399,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),23647,15557,8645,60935,32717,19037,9428,62569,48321,32601,13178,58217,29182,56681,27009,12482,36022,18073,33484,27991,
营业成本(万元),16177,10680,6203,48373,24116,13369,4249,45771,35099,23207,8227,35587,19514,39055,18790,8227,22292,12061,21480,19395,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),658,382,296,863,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),171,97,40,445,348,232,95,571,450,351,175,718,302,564,286,139,491,220,564,534,
销售费用(万元),1989,1201,623,4117,2892,2249,1662,5905,4507,3228,1454,5344,2786,6086,2944,1557,5551,2479,4930,3564,
管理费用(万元),4622,3192,1476,7048,5301,3131,3386,10062,8044,5664,3263,15304,6472,10734,4871,2528,7533,3214,5903,4043,
财务费用(万元),30,4,6,89,58,54,36,259,219,147,59,205,109,231,119,33,171,97,281,238,
资产减值损失(万元),,,2,1,2,2,,0,1,4,1,1058,-1,11,-1,-1,-16,4,325,217,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),446,326,145,333,259,238,180,202,146,116,81,176,47,14,,,,,28,2,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),-3447,-2179,-1006,2449,1862,2157,1065,5147,4226,2698,1377,6767,3478,5449,2108,1020,3741,1967,4096,2410,
营业外收入(万元),317,314,301,1053,733,282,263,389,352,292,234,312,109,105,67,8,80,25,114,19,
营业外支出(万元),30,32,23,243,23,14,5,132,130,114,103,229,65,195,9,7,7,1,131,3,
非流动资产处置损失(万元),,,,,,,,,67,50,,169,44,168,7,7,6,,5,1,
利润总额(万元),-3161,-1897,-728,3259,2572,2425,1322,5404,4447,2876,1508,6849,3522,5359,2166,1021,3814,1991,4079,2426,
所得税费用(万元),-844,-463,-248,556,426,498,293,1441,1175,781,426,2124,1239,1354,552,303,943,499,1004,809,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),-2317,-1434,-479,2703,2145,1927,1029,3964,3272,2095,1083,4725,2283,4004,1614,718,2871,1491,3074,1617,
归属于母公司所有者的净利润(万元),-2317,-1434,-479,2703,2145,1927,1029,3964,3272,2095,1083,4725,2283,4008,1614,718,2877,1499,3074,1617,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,-3,-1,-1,-6,-7,0,,
基本每股收益,-0.18,-0.18,-0.06,0.34,0.27,0.24,0.19,0.97,0.8,0.51,0.27,1.16,0.56,0.99,0.4,0.18,0.72,0.37,0.77,0.44,
稀释每股收益,-0.18,-0.18,-0.06,0.34,0.27,0.24,0.19,0.97,0.8,0.51,0.27,1.16,0.56,0.99,0.4,0.18,0.72,0.37,,,
