报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),99071,63566,26388,118532,78810,48302,21730,74067,53751,36134,17670,62934,46339,30578,13839,66904,37093,69091,49951,62173,
营业收入(万元),99071,63566,26388,118532,78810,48302,21730,74067,53751,36134,17670,62934,46339,30578,13839,66904,37093,69091,49951,62173,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),85620,55478,24109,104243,68282,41962,18594,64069,46526,30703,14127,51643,37277,25567,11004,59117,32688,64186,48446,57646,
营业成本(万元),74289,48191,20383,89216,58572,35283,15482,51412,36767,24038,11044,39488,29013,19795,8952,47989,27233,52038,40352,52164,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3740,2446,1210,4658,2474,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),555,409,209,601,373,271,126,807,614,442,218,600,356,297,183,433,214,274,204,273,
销售费用(万元),3036,1670,641,6147,4545,2755,1481,6662,5194,3576,1504,5080,3300,1940,621,4196,2125,4383,2877,1329,
管理费用(万元),3144,1936,877,3387,1991,2600,1185,5246,3663,2453,940,4065,2854,1997,931,3867,1795,2948,2379,1973,
财务费用(万元),856,826,810,-352,-594,142,324,691,556,464,421,1248,809,600,317,1988,1433,3015,2421,1638,
资产减值损失(万元),,,-22,586,921,911,-4,-749,-267,-270,,1162,945,939,,644,-111,1528,214,271,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,-50,
投资收益(万元),59,59,0,414,194,194,19,459,26,,,,0,,,,,,,53,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),13060,7606,2450,14871,10837,6621,3163,10645,7251,5431,3543,11291,9062,5011,2835,7787,4405,4905,1505,4530,
营业外收入(万元),16,15,2,1,3,2,0,16,275,244,46,185,162,162,16,116,71,388,342,438,
营业外支出(万元),65,15,5,50,7,3,3,4,5,4,,88,47,47,2,13,1,93,32,6,
非流动资产处置损失(万元),,,,,,,,,4,4,,88,47,47,,2,,79,0,0,
利润总额(万元),13011,7606,2447,14821,10834,6620,3160,10657,7522,5670,3589,11388,9177,5126,2849,7890,4475,5200,1814,4962,
所得税费用(万元),2074,1244,398,2106,1492,850,470,1587,1159,870,547,1917,2300,1339,427,2045,1126,1411,397,845,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),10937,6362,2049,12715,9342,5769,2691,9070,6362,4800,3042,9471,6877,3787,2422,5845,3349,3789,1417,4117,
归属于母公司所有者的净利润(万元),10953,6364,2292,12482,9342,5769,2691,9070,6362,4800,3042,9471,6877,3787,2422,5845,3349,3789,1417,4117,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-15,-2,-243,233,,,,,,,,,,,,,,,,,
基本每股收益,0.75,0.44,0.22,1.33,1,0.66,0.34,1.27,0.92,0.76,0.51,1.58,1.15,0.63,0.4,0.97,0.56,0.63,0.24,0.69,
稀释每股收益,0.75,0.44,0.22,1.33,1,0.66,0.34,1.27,0.92,0.76,0.51,1.58,1.15,0.63,0.4,0.97,0.56,0.63,0.24,0.69,
