报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),34165,25187,12799,44553,34187,22672,10613,36766,19010,27954,21937,20240,
营业收入(万元),34165,25187,12799,44553,34187,22672,10613,36766,19010,27954,21937,20240,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),24339,18040,9493,33460,24880,16417,8083,29167,14477,22381,19106,22342,
营业成本(万元),19279,14365,7173,25124,19298,12940,6497,22675,11309,17035,12937,12868,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),1313,870,405,1381,1063,680,322,1202,,1189,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),237,196,89,376,291,199,74,304,155,256,306,254,
销售费用(万元),1435,997,472,1885,1420,806,403,1490,633,1152,686,673,
管理费用(万元),2856,2057,1066,3983,2958,1806,1037,3586,2256,3147,4192,3750,
财务费用(万元),-781,-445,-156,-277,-151,-16,-130,29,57,217,320,365,
资产减值损失(万元),,,443,989,,,-120,-120,66,-615,665,4432,
公允价值变动收益(万元),,,,,,,,,,,17,-25,
投资收益(万元),191,24,0,320,242,242,,305,120,466,3337,1691,
对联营企业和合营企业的投资收益(万元),,,,,,,,-19,-19,21,-45,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),8979,6076,3306,11505,8171,5170,2530,7884,4653,6048,6185,-437,
营业外收入(万元),682,617,134,236,228,217,8,567,331,89,89,335,
营业外支出(万元),1,1,0,9,4,4,0,56,43,453,51,12,
非流动资产处置损失(万元),,,,,,,,,,,50,9,
利润总额(万元),9659,6693,3441,11732,8394,5383,2537,8394,4941,5684,6223,-114,
所得税费用(万元),1333,932,570,1680,1336,789,354,1173,742,867,-187,239,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),8326,5760,2870,10052,7058,4594,2183,7222,4199,4817,6410,-354,
归属于母公司所有者的净利润(万元),8326,5760,2870,10052,7058,4594,2183,7222,4199,4874,6498,-460,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,-57,-88,107,
基本每股收益,1.21,0.91,0.48,1.68,1.18,0.77,0.36,1.2,0.7,0.81,,,
稀释每股收益,1.21,0.91,0.48,1.68,1.18,0.77,0.36,1.2,0.7,0.81,,,
