报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),239487,140073,46809,281227,169475,113941,59958,148592,94982,59104,17223,211485,167970,87119,18682,240779,174479,86027,18873,257137,188328,119987,133877,
营业收入(万元),239487,140073,46809,281227,169475,113941,59958,148592,94982,59104,17223,211485,167970,87119,18682,240779,174479,86027,18873,257137,188328,119987,133877,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),230844,134132,46604,270319,162200,107219,56774,142978,91988,57047,18621,202262,162708,84773,20230,230673,167622,83012,19779,242305,177057,113821,127645,
营业成本(万元),212138,122652,41312,249078,151841,101753,55300,128605,83038,51643,15740,188549,150992,77526,16756,212274,154727,75859,17043,224448,161227,102835,117445,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),70,45,21,65,55,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),844,485,147,1134,627,524,213,800,427,209,54,1491,1192,906,580,7638,5570,2717,642,8198,5999,3814,4131,
销售费用(万元),1025,610,220,1198,674,389,132,855,400,214,62,846,388,227,52,270,155,83,21,763,1027,825,738,
管理费用(万元),7428,4959,2435,11639,7079,4385,2079,5729,3705,2476,1341,4947,3354,2294,969,4681,3151,2009,806,4277,3967,3204,3536,
财务费用(万元),9340,5380,2563,10662,6750,4698,2080,5806,3993,2574,1364,5766,4329,2579,1379,4812,3429,2189,1282,3828,3394,2336,1748,
资产减值损失(万元),,,-94,-3456,-4826,-4530,-3030,1183,424,-68,61,663,2454,1241,495,999,591,156,-16,792,1443,808,47,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),142,117,-33,-741,20,20,8,59,59,59,-6,457,490,204,-5,872,-26,-1,-21,-56,18,17,-26,
对联营企业和合营企业的投资收益(万元),4,-31,,-234,-4,20,,0,,,,-3,2,,,,-26,,,-56,18,10,-33,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),8563,6186,288,12085,7717,7080,3192,5800,3087,2149,-1405,9680,5752,2550,-1553,10978,6831,3013,-927,14776,11289,6183,6206,
营业外收入(万元),77,15,15,118,138,104,47,65,4,4,,726,5,2,2,96,96,16,,1,2,52,16,
营业外支出(万元),55,11,4,172,1,1,,88,79,28,,3,,,,3,0,,,,6,40,66,
非流动资产处置损失(万元),,,,,,,,,1,1,,,,,,,,,,,2,19,8,
利润总额(万元),8586,6190,298,12030,7855,7183,3239,5777,3011,2125,-1405,10403,5757,2551,-1551,11071,6927,3030,-927,14778,11285,6195,6156,
所得税费用(万元),1832,1372,150,2580,1516,1636,748,919,458,400,-8,1329,798,208,-48,2232,1460,630,34,3071,3081,766,750,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),6754,4817,148,9450,6339,5546,2492,4857,2554,1725,-1397,9074,4959,2343,-1504,8839,5468,2399,-961,11707,8204,5429,5406,
归属于母公司所有者的净利润(万元),5297,4014,-374,6978,5058,4206,2032,4730,2554,1725,-1397,9074,4959,2343,-1504,8839,5468,2399,-961,11707,8204,5481,5404,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),1456,804,522,2472,1280,1340,460,127,,,,,,,,,,,,,,-52,2,
基本每股收益,0.09,0.07,-0.01,0.17,0.13,0.11,0.06,0.12,0.06,0.04,-0.03,0.27,0.16,0.08,-0.05,0.29,0.18,0.08,-0.05,0.39,0.27,0.3,0.31,
稀释每股收益,0.09,0.07,-0.01,0.17,0.13,0.11,0.06,0.12,0.06,0.04,-0.03,0.27,0.16,0.05,-0.05,0.29,0.18,0.03,-0.05,0.39,0.27,0.3,0.31,
