报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),403351,247849,124988,426004,313544,202783,99126,344845,248712,153366,73212,255118,192162,179186,128712,86672,
营业收入(万元),403351,247849,124988,426004,313544,202783,99126,344845,248712,153366,73212,255118,192162,179186,128712,86672,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),385760,248588,122025,424243,301736,191748,90312,312440,213995,134097,64208,228428,159596,159352,117910,78832,
营业成本(万元),338812,219046,108658,365753,256528,164567,79830,270598,185696,117070,55638,189877,135051,129468,97018,65644,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),367,175,16,44,137,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),262,188,50,375,255,200,69,444,312,157,63,269,159,331,330,1922,
销售费用(万元),15972,10042,4932,19352,14843,8079,4150,17461,12588,7827,3527,11840,7714,10353,8452,3072,
管理费用(万元),12853,8316,4137,14887,11743,9224,4426,14924,9841,5985,3052,11430,8146,6663,6154,4329,
财务费用(万元),17493,10821,4232,22332,17891,9339,1837,7984,4855,3025,1927,14724,8314,12968,6145,3321,
资产减值损失(万元),,,,1499,339,339,,1028,702,33,,289,214,-430,-188,544,
公允价值变动收益(万元),-358,-358,-176,358,433,,,,-473,-363,-9,,169,,,,
投资收益(万元),295,295,,27,27,,,-1528,-1289,-354,-32,481,138,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),43146,13963,9102,23018,17139,11143,8814,41352,32955,18553,8962,27170,32872,19834,10803,7840,
营业外收入(万元),2827,1993,840,6583,6409,3447,1021,3341,4781,1357,225,13730,2126,8703,4663,3718,
营业外支出(万元),3700,102,57,79,72,34,5,85,84,78,3,306,228,26,767,9,
非流动资产处置损失(万元),,,,,,,,64,,51,,208,150,1,263,2,
利润总额(万元),42273,15855,9885,29522,23477,14556,9829,44609,37652,19832,9184,40594,34769,28511,14699,11549,
所得税费用(万元),5666,1795,1329,4776,3695,2371,1599,7186,5443,2666,1442,6112,5335,4177,2371,1723,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),36606,14060,8556,24746,19782,12185,8231,37423,32208,17166,7742,34482,29434,24334,12328,9826,
归属于母公司所有者的净利润(万元),36606,14060,8556,24746,19782,12185,8231,37423,32208,17166,7742,34577,29529,24174,12365,9949,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,-95,-95,160,-38,-123,
基本每股收益,0.61,0.23,0.14,0.63,0.51,0.31,0.22,1.04,0.89,0.48,0.22,0.96,0.82,3.02,1.55,1.24,
稀释每股收益,0.61,0.23,0.14,0.63,0.51,0.31,0.22,1.04,0.89,0.48,0.22,0.96,0.82,3.02,1.55,1.24,
