报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),70966,53274,25581,160924,98414,70065,30069,151089,114856,89804,
营业收入(万元),70966,53274,25581,160924,98414,70065,30069,151089,114856,89804,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),67784,47791,23011,135713,87152,62015,28075,126711,96034,74741,
营业成本(万元),49054,36462,16475,100374,61202,44896,19691,90873,62566,49269,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),4131,2518,1158,7207,5134,3560,1663,7519,5273,4545,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),1152,872,528,2178,1478,984,366,1816,2160,1464,
销售费用(万元),3545,1541,1243,10732,8321,5371,2578,11565,8663,5212,
管理费用(万元),8223,5138,2512,12295,8850,5878,3069,13303,12540,12866,
财务费用(万元),1680,1259,1096,2927,2167,1326,708,2494,4076,3997,
资产减值损失(万元),,,,,,,,-860,756,-2612,
公允价值变动收益(万元),511,95,,,,,,,,,
投资收益(万元),-2089,-1248,-817,-952,-440,-624,-482,-771,-1500,-939,
对联营企业和合营企业的投资收益(万元),-2185,-1266,-835,-996,-483,-667,-526,-762,-1713,-1002,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),2320,5089,1173,26743,11609,7511,1303,24087,17510,14139,
营业外收入(万元),120,34,20,99,66,42,19,74,12,280,
营业外支出(万元),167,165,100,35,34,26,7,203,18,55,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),2273,4958,1093,26806,11641,7526,1315,23958,17504,14364,
所得税费用(万元),-345,654,137,3416,1603,939,277,3198,2186,2846,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),2618,4304,956,23390,10038,6586,1038,20760,15319,11517,
归属于母公司所有者的净利润(万元),2752,4403,1040,23570,10282,6763,1116,20934,15496,11819,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),-134,-99,-85,-180,-244,-177,-78,-174,-178,-301,
基本每股收益,0.11,0.18,0.05,1.04,0.45,0.3,0.05,0.95,0.74,0.56,
稀释每股收益,0.11,0.18,,1.04,0.45,0.3,,0.95,0.74,0.56,
