报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),260157,162961,69307,277873,201638,130674,66460,326720,231165,131353,59860,164841,107835,24203,98045,64095,35184,
营业收入(万元),260157,162961,69307,277873,201638,130674,66460,326720,231165,131353,59860,164841,107835,24203,98045,64095,35184,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),186067,118682,54036,195539,137384,88774,46934,214142,144175,80604,37858,114238,74661,19292,79875,51427,28804,
营业成本(万元),159449,100673,42176,158313,116984,74317,34676,166833,118116,65604,32037,95514,63436,15797,65405,43861,23926,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),16842,10161,3771,19739,11578,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),2042,1339,707,2385,1930,1313,826,3462,1561,1207,576,1322,921,542,483,236,145,
销售费用(万元),3656,2383,940,4822,3529,2178,1005,4671,3135,1699,887,2114,1245,282,1220,922,543,
管理费用(万元),10698,6535,4810,11860,7164,11932,5557,27530,14557,8945,3585,18055,9469,2253,14427,5775,3572,
财务费用(万元),-6618,-2409,1045,-4314,-4750,-1129,4686,7092,5251,2251,371,-3615,-930,351,-1857,95,394,
资产减值损失(万元),,,587,2734,949,163,183,4554,1555,899,402,850,521,66,196,539,225,
公允价值变动收益(万元),-1485,243,,-12,-117,,,-727,,,,,,,,,,
投资收益(万元),3081,2405,1249,5582,2766,1813,236,159,49,59,13,115,98,46,162,110,22,
对联营企业和合营企业的投资收益(万元),27,-55,-24,16,-13,17,,,28,,,,13,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),76043,48386,17688,91908,69751,45716,19987,115083,88207,51778,22025,50719,33272,4957,18332,12777,6402,
营业外收入(万元),116,43,5,696,34,29,26,118,85,76,83,1657,461,20,1060,603,647,
营业外支出(万元),77,64,50,69,8,7,24,23,37,3,,58,51,1,59,53,66,
非流动资产处置损失(万元),,,,,,,,,37,3,,16,16,1,25,18,0,
利润总额(万元),76082,48365,17643,92535,69777,45738,19990,115178,88255,51851,22108,52318,33682,4976,19333,13328,6982,
所得税费用(万元),10745,6520,2123,11340,9461,6195,3027,16981,13785,7906,3460,7749,4677,646,2849,1531,778,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),65337,41845,15520,81195,60316,39543,16963,98196,74469,43945,18648,44568,29004,4331,16484,11797,6204,
归属于母公司所有者的净利润(万元),64993,41746,15403,81367,60563,39729,17054,98386,74573,44019,18691,44548,29021,4332,16479,11797,6201,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),344,99,118,-172,-247,-186,-91,-190,-104,-73,-42,21,-17,-1,5,-1,3,
基本每股收益,1.42,0.91,0.34,1.81,1.36,0.87,0.37,2.59,1.96,1.16,0.41,1.17,0.76,0.18,0.43,0.31,0.26,
稀释每股收益,1.42,0.91,0.34,1.81,1.36,0.87,0.37,2.59,1.96,1.16,0.41,1.17,0.76,0.18,0.43,0.31,0.26,
