报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),26845,17602,7185,35537,22094,14173,5397,33981,21100,14122,4588,31428,20928,13503,4763,27492,13524,25584,7546,194,
营业收入(万元),26845,17602,7185,35537,22094,14173,5397,33981,21100,14122,4588,31428,20928,13503,4763,27492,13524,25584,7546,194,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),24154,15706,6473,31741,19708,12763,4791,27978,17534,11858,4253,25441,17337,11440,4299,21954,10592,21152,6688,169,
营业成本(万元),19663,12844,5399,26197,16453,10682,3965,23750,14547,9938,3414,20865,14009,9061,3315,17995,8799,17180,4959,36,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1126,732,263,1378,894,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),149,95,30,247,174,142,63,260,139,97,24,241,209,118,29,232,110,140,59,5,
销售费用(万元),2074,1337,515,2377,1490,894,385,1579,1002,606,230,1609,1102,803,262,1067,512,1066,360,18,
管理费用(万元),1705,1112,485,2017,1404,1510,631,2612,1827,1112,547,2589,1877,1355,620,2641,1168,2115,1281,127,
财务费用(万元),-562,-414,-214,-1075,-885,-613,-292,-469,-83,-25,-19,-25,-17,-14,-5,-36,-17,-9,-25,-11,
资产减值损失(万元),,,-5,600,178,148,40,245,103,131,57,162,157,118,77,55,19,661,53,-6,
公允价值变动收益(万元),6,3,,,,,,,,,,,-7,-17,-32,,,,,,
投资收益(万元),48,27,14,86,80,62,53,269,231,88,54,152,87,60,36,147,51,89,94,10,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),2815,1900,746,3935,2613,1559,674,6364,3881,2420,390,6140,3680,2115,469,5685,2983,4520,952,35,
营业外收入(万元),10,2,1,124,14,5,0,50,2,1,12,205,2,2,2,170,2,1,32,,
营业外支出(万元),7,6,3,6,5,5,5,6,1,1,1,2,1,1,1,6,,2,3,,
非流动资产处置损失(万元),,,,,,,,,,,,0,,,,,,,2,,
利润总额(万元),2818,1896,744,4053,2622,1559,669,6408,3882,2419,400,6342,3681,2117,469,5850,2985,4519,982,35,
所得税费用(万元),424,279,99,474,362,197,94,916,555,351,66,903,552,323,72,836,451,721,232,-12,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),2393,1616,645,3580,2260,1362,575,5492,3327,2069,334,5439,3129,1793,397,5015,2534,3799,750,47,
归属于母公司所有者的净利润(万元),2404,1623,646,3580,2260,1362,575,5492,3327,2069,334,5439,3129,1793,397,5015,2534,3799,750,47,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-10,-6,-1,,,0,,,,,,,,,,,,,,,
基本每股收益,0.08,0.06,0.03,0.18,0.12,0.07,0.05,0.58,0.37,0.26,0.04,0.67,0.39,0.22,0.05,0.69,0.39,0.58,0.13,0.04,
稀释每股收益,0.08,0.06,0.03,0.18,0.12,0.07,0.05,0.58,0.37,0.26,,0.67,0.39,0.22,,0.69,0.39,0.58,0.13,0.04,
