报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),42293,26410,13712,52455,39677,26958,13768,51261,40344,30982,
营业收入(万元),42293,26410,13712,52455,39677,26958,13768,51261,40344,30982,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),33019,20527,10506,41607,30810,21037,11138,41311,33865,23924,
营业成本(万元),28835,17806,9281,31159,23429,16006,8561,31360,25123,17362,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),1360,1071,338,2083,1417,882,369,1906,1469,1293,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),376,241,124,320,240,154,84,485,450,334,
销售费用(万元),1042,615,356,5796,4304,2899,1400,5424,4016,3150,
管理费用(万元),1470,845,465,2142,1486,979,533,2109,1956,1611,
财务费用(万元),-63,-51,-58,109,-66,117,191,-90,773,39,
资产减值损失(万元),,,,,,,,117,78,135,
公允价值变动收益(万元),7,,,73,73,73,73,-118,45,,
投资收益(万元),-109,-75,-11,117,72,9,-59,76,82,-30,
对联营企业和合营企业的投资收益(万元),-109,-75,-11,132,88,25,-43,57,93,-30,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),9477,5996,3278,11842,9276,6209,2614,10434,6770,7028,
营业外收入(万元),4,2,2,2,2,1,1,3,3,189,
营业外支出(万元),0,0,0,5,3,3,0,35,5,27,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),9480,5998,3279,11838,9275,6207,2614,10402,6768,7191,
所得税费用(万元),1338,822,469,1590,1256,875,378,1455,1009,1051,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),8142,5176,2810,10248,8019,5332,2236,8947,5759,6140,
归属于母公司所有者的净利润(万元),8142,5176,2810,10248,8019,5332,2236,8947,5759,6140,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,1.03,0.68,0.37,1.34,1.05,0.7,0.29,1.17,0.84,,
稀释每股收益,1.03,0.68,0.37,1.34,1.05,0.7,0.29,1.17,0.84,,
