报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),163113,112642,50070,217252,157559,99544,47242,114883,66775,38195,17040,76087,53400,72202,16645,68152,60123,49117,
营业收入(万元),163113,112642,50070,217252,157559,99544,47242,114883,66775,38195,17040,76087,53400,72202,16645,68152,60123,49117,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),148811,103330,47452,201750,144913,91715,43572,94398,52004,29467,14023,56312,40077,53458,9950,51795,47982,38795,
营业成本(万元),35138,22671,10241,35197,25049,15775,7636,29670,20837,14270,7574,29005,20080,27586,6266,28744,28072,26853,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),6291,4237,2099,7901,6068,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1978,1393,686,3771,3081,2010,1013,3229,2331,1763,296,1431,747,913,197,820,582,489,
销售费用(万元),95925,68852,31058,143607,104047,64981,31078,46598,17830,7081,2936,13277,9540,12709,2058,10570,7005,4085,
管理费用(万元),9503,6270,3328,10645,7177,8937,3791,14074,10306,5994,3154,11740,9217,12722,2823,11243,9827,6276,
财务费用(万元),-23,-93,-81,-1280,-749,-214,-109,336,381,246,96,400,304,596,155,725,609,430,
资产减值损失(万元),,,50,1909,240,226,163,491,319,112,-33,460,188,-1068,-1549,-307,1887,662,
公允价值变动收益(万元),1101,2304,2417,1839,5592,7294,2993,,,,,,,,,,,,
投资收益(万元),1654,1167,727,2739,1988,1045,307,3048,3048,3048,,,,-50,,,,-18,
对联营企业和合营企业的投资收益(万元),-278,-211,-105,-468,-114,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),20028,14696,6743,25100,22807,18134,7730,25271,18374,12209,3319,19775,13324,18694,6695,16357,12141,10304,
营业外收入(万元),10,9,3,15,4,3,2,33,7,7,0,1381,1033,1257,71,1361,318,134,
营业外支出(万元),361,5,,205,203,203,3,,65,46,,243,165,152,17,268,242,976,
非流动资产处置损失(万元),,,,,,,,,53,36,,200,136,91,12,178,135,186,
利润总额(万元),19677,14700,6746,24910,22608,17934,7729,25304,18316,12170,3319,20913,14192,19798,6750,17450,12218,9461,
所得税费用(万元),4833,3145,1454,4471,4522,3528,1521,7196,5716,4062,854,3394,2658,3168,1269,2751,1788,1428,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),14844,11555,5293,20439,18086,14406,6208,18108,12600,8108,2465,17518,11534,16630,5481,14698,10430,8034,
归属于母公司所有者的净利润(万元),15076,11697,5354,20581,18174,14443,6208,18108,12600,8108,2465,17518,11534,16630,5481,14698,10439,8272,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-232,-143,-61,-143,-88,-37,,,,,,,,,,,-10,-238,
基本每股收益,0.48,0.37,0.17,0.65,0.57,0.46,0.29,1.06,0.8,0.51,0.16,1.11,0.73,1.05,0.35,0.95,0.7,7.95,
稀释每股收益,0.48,0.37,0.17,0.65,0.57,0.46,0.29,1.06,0.8,0.51,0.16,1.11,0.73,1.05,0.35,0.95,0.7,7.95,
