报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),28226,18668,9427,42345,30397,19165,9075,33383,13777,29867,14676,18264,21617,14177,
营业收入(万元),28226,18668,9427,42345,30397,19165,9075,33383,13777,29867,14676,18264,21617,14177,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),24561,15851,8178,34960,25571,15490,7872,27749,11635,26626,12527,13680,17386,12813,
营业成本(万元),16995,10739,5596,25227,18489,11157,5604,19315,7586,18156,6244,7352,11820,8086,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),228,69,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),60,32,8,135,90,73,24,210,100,180,83,87,195,78,
销售费用(万元),5538,3818,2007,7015,5299,3155,1736,5961,2840,5073,3611,4836,4049,3423,
管理费用(万元),1917,1350,620,2504,1766,1169,540,2266,1137,3203,2584,1477,1304,1237,
财务费用(万元),-176,-158,-17,-96,-74,-64,-15,-86,-17,-35,-24,-51,-16,-12,
资产减值损失(万元),,,,174,,,-16,84,-11,49,28,-20,34,1,
公允价值变动收益(万元),,,,,,,,,,,,,,,
投资收益(万元),215,8,6,298,121,120,34,160,70,1882,1846,18,,1,
对联营企业和合营企业的投资收益(万元),,,6,138,,53,27,24,3,12,7,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),4083,2901,1255,7837,5063,3879,1236,5816,2211,5123,3996,4601,4231,1364,
营业外收入(万元),50,12,0,308,305,282,1,36,34,37,36,44,13,46,
营业外支出(万元),9,9,6,1,0,0,0,12,7,345,345,19,11,9,
非流动资产处置损失(万元),,,,,,,,,2,,12,9,0,,
利润总额(万元),4124,2904,1249,8144,5367,4161,1237,5840,2238,4815,3687,4626,4233,1401,
所得税费用(万元),629,447,235,1576,1024,824,251,1166,463,1457,1193,1188,1084,350,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),3496,2457,1013,6568,4343,3336,986,4674,1775,3359,2493,3437,3149,1051,
归属于母公司所有者的净利润(万元),3491,2462,1016,6567,4353,3345,993,4697,1799,3462,2592,3308,2908,872,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),4,-5,-2,1,-9,-9,-7,-22,-24,-104,-99,129,241,179,
基本每股收益,0.5,0.29,0.16,1.04,0.69,0.53,0.16,0.74,0.28,0.6,0.47,,,,
稀释每股收益,0.5,0.29,0.16,1.04,0.69,0.53,0.16,0.74,0.28,0.6,0.47,,,,
