报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),284847,194344,108534,324098,225064,155226,80695,257078,188866,134663,74234,215550,152156,106786,60063,262559,233207,173114,137999,95986,
营业收入(万元),284847,194344,108534,324098,225064,155226,80695,257078,188866,134663,74234,215550,152156,106786,60063,262559,233207,173114,137999,95986,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),263156,179057,100207,301720,209517,144321,75229,244547,178206,126972,69444,205048,144137,101095,55522,248127,219422,160641,129995,88823,
营业成本(万元),254896,173568,97361,289006,200624,138155,72006,233745,171879,122760,67276,194643,137124,96125,53067,236415,208460,154212,124027,84333,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),117,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1166,749,371,1299,960,644,366,1424,1075,714,383,1035,304,248,166,687,410,323,433,460,
销售费用(万元),693,468,265,938,592,394,188,763,518,348,174,490,324,208,100,400,349,268,204,77,
管理费用(万元),5918,4019,1977,9771,7012,4724,2256,7315,4383,2950,1331,6433,4799,3299,1610,7706,7259,4311,2748,1460,
财务费用(万元),367,253,179,783,596,497,287,961,514,327,205,2153,1584,1093,559,2731,2642,1462,2862,2599,
资产减值损失(万元),,,54,-77,-266,-93,127,338,-162,-126,75,295,2,123,20,188,302,64,-279,-107,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),16,-2,8,139,132,135,1,1979,325,65,-63,6,-55,-53,-39,10,-7,,,,
对联营企业和合营企业的投资收益(万元),16,-2,8,26,20,22,1,16,-2,-127,-63,-2,-64,-62,-39,10,-7,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),22097,15423,8397,23194,16179,11395,5641,15195,11407,8074,4726,10508,7963,5638,4502,14443,13778,12473,8004,7163,
营业外收入(万元),86,70,7,82,9,7,2,49,28,16,143,1081,899,733,126,468,483,219,21,,
营业外支出(万元),36,28,6,14,14,12,2,28,19,19,0,3,1,1,0,521,2,3,21,,
非流动资产处置损失(万元),,,,,,0,,,12,12,0,1,0,0,0,9,2,2,21,,
利润总额(万元),22147,15465,8398,23262,16175,11390,5640,15216,11416,8071,4870,11586,8861,6371,4628,14390,14259,12690,8004,7163,
所得税费用(万元),6072,4224,2246,6673,4661,3373,1768,5018,3840,2706,1630,3733,2741,1848,1434,4395,4405,3406,1289,884,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),16075,11241,6152,16590,11514,8017,3872,10198,7575,5365,3240,7853,6120,4522,3194,9995,9854,9284,6715,6279,
归属于母公司所有者的净利润(万元),16490,11541,6373,17639,12375,8736,4308,12440,9159,6453,3814,9196,6971,4889,3476,11589,10803,9541,6815,6279,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,-207,,
少数股东损益(万元),-414,-301,-221,-1049,-861,-719,-436,-2242,-1584,-1087,-574,-1343,-851,-367,-282,-1594,-949,-257,-99,,
基本每股收益,0.49,0.34,0.19,0.52,0.37,0.26,0.13,0.38,0.28,0.2,0.12,0.36,0.28,0.19,0.14,0.46,0.43,0.38,0.31,,
稀释每股收益,0.49,0.34,0.19,0.52,0.37,0.26,0.13,0.38,0.28,0.2,0.12,0.36,0.28,0.19,0.14,0.46,0.43,0.38,0.31,,
