报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),379020,247087,124699,427338,292911,172710,86127,324697,231479,150842,73302,274342,194000,127234,232462,199633,170972,139818,125266,
营业收入(万元),379020,247087,124699,427338,292911,172710,86127,324697,231479,150842,73302,274342,194000,127234,232462,199633,170972,139818,125266,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),319764,215029,110427,369370,243368,141815,69734,259926,183016,119024,57756,219537,155241,101588,192581,170908,151699,121931,104562,
营业成本(万元),264014,174626,87449,304613,202588,116645,54464,204389,141369,92963,45528,177133,124174,82083,153066,135701,120370,97187,81552,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),13314,8657,3919,14444,11020,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1658,1116,634,1543,1282,591,198,1184,580,405,283,811,403,297,462,434,372,275,367,
销售费用(万元),22236,15963,8731,23831,18804,10591,5113,19081,16176,10311,4567,17731,13388,8399,15229,14319,12435,9932,8710,
管理费用(万元),20841,14335,6854,26429,14311,15355,7942,29583,21970,13623,6632,24298,17545,10929,21617,17279,15016,11786,10589,
财务费用(万元),-2299,331,2763,-3598,-5124,-1533,2093,4323,2636,1290,481,-1362,-307,-425,529,2618,3552,2733,3403,
资产减值损失(万元),,,76,2109,488,166,-76,1366,285,431,264,928,39,305,1679,557,-46,17,-59,
公允价值变动收益(万元),-5738,373,2495,-2745,-4272,310,282,1080,648,198,252,1390,183,48,-1353,-1934,501,442,408,
投资收益(万元),-334,1605,1555,3272,3495,3090,121,221,171,-57,-171,-3403,-1662,-820,118,1035,1943,273,415,
对联营企业和合营企业的投资收益(万元),8,17,-4,62,36,34,24,125,87,70,20,5,5,0,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),54727,34674,18453,60579,49797,34633,17074,67791,50507,32850,15627,52792,37280,24874,38646,27826,21717,18602,21526,
营业外收入(万元),2939,2183,903,2065,1792,790,359,2053,1364,441,637,3051,2337,1283,2325,2003,1879,1924,1896,
营业外支出(万元),49,47,45,210,47,30,16,134,68,13,19,162,148,126,904,85,98,230,105,
非流动资产处置损失(万元),,,,,,,,,47,0,,35,37,35,11,33,89,195,71,
利润总额(万元),57616,36810,19311,62434,51542,35392,17418,69711,51804,33279,16245,55680,39469,26032,40067,29745,23498,20297,23317,
所得税费用(万元),9464,5916,3211,6674,7032,5211,2478,11505,8143,5898,2428,11244,6891,5134,8321,6982,5999,5480,5716,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),48152,30894,16099,55760,44509,30182,14940,58206,43661,27381,13817,44436,32577,20898,31746,22763,17498,14817,17601,
归属于母公司所有者的净利润(万元),48016,30903,16104,55813,44548,30209,14947,58178,43617,27313,13788,44451,32590,20896,31726,22786,17609,14774,17529,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),137,-9,-5,-52,-38,-28,-6,28,43,67,29,-15,-12,2,20,-24,-111,43,72,
基本每股收益,1.18,0.75,0.39,1.36,1.09,0.74,0.36,1.53,1.18,0.76,0.38,1.23,0.91,0.58,0.88,0.62,0.98,0.82,0.97,
稀释每股收益,1.18,0.75,0.39,1.36,1.09,0.74,0.36,1.53,1.18,0.76,0.38,1.23,0.91,0.58,0.88,0.62,0.98,0.82,0.97,
