报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),65595,35396,106397,77222,48127,99021,86659,71975,
营业收入(万元),65595,35396,106397,77222,48127,99021,86659,71975,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),54246,30241,87893,64050,40622,81660,73597,63424,
营业成本(万元),44692,24257,71173,51959,32455,66006,59357,51550,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),263,210,496,251,212,446,379,277,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),431,249,647,435,321,791,760,504,
销售费用(万元),5494,3468,9580,6603,4455,8747,6692,5711,
管理费用(万元),4656,2898,7569,5925,3968,7301,6361,5250,
财务费用(万元),-1289,-840,-1573,-1123,-789,-1677,28,129,
资产减值损失(万元),,,,,,48,20,3,
公允价值变动收益(万元),-42,-83,97,15,15,,,-338,
投资收益(万元),164,164,50,50,50,18,1088,-3226,
对联营企业和合营企业的投资收益(万元),,-0,-0,,,-2,-29,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),11727,5457,18919,13462,7704,17753,14361,4877,
营业外收入(万元),2097,2046,2113,1793,1660,1216,745,540,
营业外支出(万元),23,13,218,142,129,36,49,12,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),13801,7490,20814,15114,9235,18933,15057,5405,
所得税费用(万元),3528,1939,5413,3903,2392,4644,3797,1686,
未确认投资损失(万元),,,,,,,,,
净利润(万元),10274,5551,15401,11211,6843,14289,11260,3719,
归属于母公司所有者的净利润(万元),10300,5572,15472,11267,6885,14335,11254,3762,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),-26,-20,-71,-56,-42,-46,6,-43,
基本每股收益,0.55,0.3,0.83,0.61,0.37,0.77,0.61,0.21,
稀释每股收益,0.55,0.3,0.83,0.61,0.37,0.77,0.61,0.21,
