报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),30778,20919,7972,46549,33168,22891,10550,52642,42158,23917,
营业收入(万元),30778,20919,7972,46549,33168,22891,10550,52642,42158,23917,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),18762,12049,4864,27441,19335,13407,7006,30514,26528,14475,
营业成本(万元),14683,10001,4023,22551,16065,10940,5330,24750,19290,10906,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),1819,1076,471,1956,1408,914,449,1841,1523,1036,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),296,197,92,561,447,325,178,618,532,272,
销售费用(万元),589,382,180,1015,669,424,182,932,964,633,
管理费用(万元),1397,910,419,1980,1464,947,431,2020,3164,1393,
财务费用(万元),-22,-517,-320,-623,-718,-143,436,-686,686,-203,
资产减值损失(万元),,,,,,,,1038,370,438,
公允价值变动收益(万元),,,,,,,,,1893,-1893,
投资收益(万元),511,384,234,493,330,222,39,506,-1827,1879,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),13054,9545,3785,20016,14287,9707,3796,22962,15980,9427,
营业外收入(万元),116,116,26,896,843,830,2,393,34,304,
营业外支出(万元),20,0,0,1,0,0,0,15,24,3,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),13150,9661,3811,20912,15130,10537,3797,23340,15990,9728,
所得税费用(万元),1707,1297,500,2662,1895,1299,608,3176,2548,993,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),11443,8364,3312,18250,13235,9238,3189,20164,13442,8735,
归属于母公司所有者的净利润(万元),11436,8347,3302,18122,13154,9205,3194,20140,13511,8785,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),7,17,9,128,82,33,-5,24,-69,-50,
基本每股收益,0.31,0.23,0.09,0.5,0.36,0.25,0.09,0.55,,,
稀释每股收益,0.31,0.23,0.09,0.5,0.36,0.25,0.09,0.55,,,
