报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),33446,19342,40149,28677,14924,25087,20285,20196,
营业收入(万元),33446,19342,40149,28677,14924,25087,20285,20196,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),21183,12632,25391,18487,9464,19676,14880,14703,
营业成本(万元),17597,10191,20795,14915,7994,13618,10908,11430,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),1196,778,1665,1115,603,1447,1308,1207,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),300,210,345,199,154,430,327,229,
销售费用(万元),1208,769,1519,1137,687,1368,1022,905,
管理费用(万元),1203,811,1722,1309,713,3406,1662,1582,
财务费用(万元),-320,-126,-237,-189,-61,88,-38,-65,
资产减值损失(万元),,,-420,,-627,-681,-308,-586,
公允价值变动收益(万元),1340,16,-47,-27,-27,,-1385,1180,
投资收益(万元),60,60,60,60,60,120,744,431,
对联营企业和合营企业的投资收益(万元),,,,,,,,-46,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),13749,7081,15889,10899,5801,6411,4764,7104,
营业外收入(万元),5,0,0,0,62,113,278,246,
营业外支出(万元),,,12,7,7,7,16,50,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),13753,7081,15877,10892,5856,6518,5026,7300,
所得税费用(万元),2062,1063,2176,1628,881,1094,589,1217,
未确认投资损失(万元),,,,,,,,,
净利润(万元),11692,6018,13701,9264,4975,5423,4437,6083,
归属于母公司所有者的净利润(万元),11722,6039,13767,9316,5004,5482,4286,5481,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),-30,-20,-66,-52,-28,-58,151,602,
基本每股收益,1,0.51,1.17,0.79,0.43,0.5,,,
稀释每股收益,1,0.51,1.17,0.79,0.43,0.5,,,
