报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),188796,128035,272238,160582,102858,262511,250039,267404,
营业收入(万元),188796,128035,272238,160582,102858,262511,250039,267404,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),180926,121119,256271,153932,97572,248304,234686,257684,
营业成本(万元),172858,115305,246178,147344,92970,238225,226895,243045,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),,,,,,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),532,330,1343,817,724,716,1318,7567,
销售费用(万元),1144,736,1511,1006,661,1035,455,243,
管理费用(万元),5211,3857,6389,4039,2717,5429,5512,5403,
财务费用(万元),1180,891,850,725,441,834,955,91,
资产减值损失(万元),,,,,58,2065,-448,1335,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),100,60,20,20,20,413,80,1127,
对联营企业和合营企业的投资收益(万元),,,,,,,,-0,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),6796,5800,16041,5580,5312,14675,15552,10905,
营业外收入(万元),274,85,602,412,102,179,858,810,
营业外支出(万元),26,13,121,86,72,77,263,13,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),7045,5872,16522,5907,5342,14777,16146,11703,
所得税费用(万元),2016,1710,4297,1520,1444,3817,4233,2954,
未确认投资损失(万元),,,,,,,,,
净利润(万元),5028,4162,12225,4386,3898,10959,11914,8749,
归属于母公司所有者的净利润(万元),5052,4119,12112,4379,3819,10885,11718,8217,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),-23,43,113,8,79,74,195,532,
基本每股收益,0.11,0.09,0.27,0.1,0.09,0.24,0.26,0.18,
稀释每股收益,0.11,0.09,0.27,0.1,0.09,0.24,0.26,0.18,
